axial trapping frequency (MHz) 	 velocity(m/s) 	 ion collided with 	 angle(rads) 	 collision offset(m) 	 reorder? (1 is reorder 2 is ejection) 
6283185.307179586	3994.5945945945946	1	-0.5275953717375563	1.2514759553328957e-09	0
6283185.307179586	1051.801801801802	1	0.9797431041757627	-1.1627159499165245e-09	0
6283185.307179586	3152.802802802803	2	-1.2459476922771096	2.9020847668875654e-10	2
6283185.307179586	1399.6496496496497	2	1.3817130625754261	5.266673395625111e-10	2
6283185.307179586	794.3943943943945	1	0.020845388743680804	1.8187545604335132e-09	0
6283185.307179586	1218.7687687687687	2	-1.1000733979206578	1.816688390324586e-09	0
6283185.307179586	1065.7157157157158	2	0.4421046777109101	1.2008213176483082e-10	2
6283185.307179586	2464.064064064064	1	0.3205728700919708	-3.5948577545688666e-10	2
6283185.307179586	1629.2292292292293	1	0.9530381320927228	1.7546783564490205e-09	0
6283185.307179586	1810.11011011011	1	1.5325256682298716	1.1899560696353452e-09	1
6283185.307179586	3479.77977977978	2	-0.5548189632988361	-1.0298718489928555e-09	0
6283185.307179586	829.1791791791792	2	-1.389123948128761	-3.374651431589913e-10	2
6283185.307179586	2651.901901901902	2	-1.0495248018168633	-1.4574694614466967e-09	0
6283185.307179586	585.6856856856857	2	1.3941665445768123	8.116128549988273e-10	2
6283185.307179586	759.6096096096096	2	-1.0484101398200343	1.6318735263090054e-09	0
6283185.307179586	550.900900900901	2	-1.1333215314879013	1.462224291404636e-09	2
6283185.307179586	1267.4674674674675	2	-0.2525503263858566	-2.33912700351099e-10	2
6283185.307179586	2053.603603603604	2	-0.34810590497469884	7.417031978442472e-10	0
6283185.307179586	1517.917917917918	1	-0.15185171391521313	1.603093572386446e-09	0
6283185.307179586	1907.5075075075076	2	-0.8998300604667359	1.9231371802911956e-09	0
6283185.307179586	1177.027027027027	2	1.2492414713828044	5.629400892735124e-10	2
6283185.307179586	606.5565565565565	1	-0.6600810314823734	5.658118025201727e-10	0
6283185.307179586	2178.828828828829	2	-1.4037881794309994	-1.3319284413552412e-09	2
6283185.307179586	947.4474474474474	1	1.2475075117526346	1.2109404407875043e-09	2
6283185.307179586	1483.1331331331332	1	-0.49732703503162323	-1.2399802265039005e-09	0
6283185.307179586	1121.3713713713714	1	1.3974573891393214	9.777451973773014e-10	2
6283185.307179586	1371.821821821822	1	0.055158789173807454	-1.9816160902882693e-09	0
6283185.307179586	912.6626626626627	1	0.9157033346414067	9.73526868815125e-10	0
6283185.307179586	363.06306306306305	1	0.7089427809152777	-1.7713122637756139e-09	1
6283185.307179586	2144.0440440440443	2	1.375213100969252	-8.271302271339129e-12	2
6283185.307179586	1490.0900900900901	1	-1.0740987477334865	1.4188988857546204e-09	0
6283185.307179586	1524.8748748748749	1	0.19321013628770123	1.6667571399909943e-09	0
6283185.307179586	2004.904904904905	1	0.6707955183095899	7.92840989437676e-10	0
6283185.307179586	2944.094094094094	1	0.4041714226359001	1.9301965618476103e-09	0
6283185.307179586	3111.061061061061	2	1.5225920215529878	6.398096976011812e-10	1
6283185.307179586	1309.2092092092093	2	0.5190711335213609	6.711273469847711e-10	0
6283185.307179586	884.8348348348349	1	1.0715661008146866	-1.1027610843190171e-09	2
6283185.307179586	2137.087087087087	2	1.121129642519028	-1.8090985350844467e-09	0
