axial trapping frequency (MHz) 	 velocity(m/s) 	 ion collided with 	 angle(rads) 	 collision offset(m) 	 reorder? (1 is reorder 2 is ejection) 
6283185.307179586	1274.4244244244244	7	-0.08896552699333893	1.0885549997900428e-10	2
6283185.307179586	1900.5505505505505	2	0.12256295129470862	8.247564900384856e-10	1
6283185.307179586	1504.004004004004	8	-1.3495754473441548	1.3606606855754544e-09	2
6283185.307179586	2422.322322322322	7	-0.8175123981872606	6.791442704740539e-10	1
6283185.307179586	1260.5105105105106	8	1.464386478342628	-1.7828628457996578e-09	1
6283185.307179586	1643.143143143143	5	0.44931930704302614	-4.162539239313516e-10	2
6283185.307179586	1385.7357357357357	5	0.7288384546519251	1.5386749328099568e-09	1
6283185.307179586	1385.7357357357357	3	-1.1876319508905764	1.9339095694199135e-09	1
6283185.307179586	2046.6466466466468	7	-1.2797513378705276	1.053335815623231e-09	1
6283185.307179586	1837.937937937938	9	-0.14774032750075405	-8.514327886438205e-10	1
6283185.307179586	1601.4014014014015	1	-1.2843622143803533	-1.6882106626592526e-09	2
6283185.307179586	1837.937937937938	6	-0.5387628093092494	1.5845277352911341e-09	1
6283185.307179586	460.46046046046047	1	-0.9227170782231487	-1.444055539997894e-10	1
6283185.307179586	1434.4344344344345	8	1.292755756092049	-4.833660195300467e-10	2
6283185.307179586	1100.5005005005005	7	0.8424415134916865	2.2888471509357538e-10	1
6283185.307179586	3104.1041041041044	7	-1.3800858303611585	8.885305629599161e-10	2
6283185.307179586	2171.871871871872	8	0.4390065368168563	-5.191072346434637e-10	1
6283185.307179586	1330.08008008008	4	1.1587450640700427	-3.1259835623898767e-10	2
6283185.307179586	4258.958958958959	7	-0.7155763115743243	5.660449440726783e-10	1
6283185.307179586	1629.2292292292293	2	-0.2924220900296286	4.127686491955619e-10	1
6283185.307179586	1629.2292292292293	8	-0.3899713926305899	1.4239921620890751e-09	1
6283185.307179586	1990.9909909909911	1	-0.4592121620724905	-1.1975729181251627e-09	1
6283185.307179586	105.65565565565566	1	-0.714526151279695	9.799276593141517e-10	1
6283185.307179586	2025.7757757757759	8	-0.07848841879284718	-1.3354596971646724e-09	1
6283185.307179586	613.5135135135135	3	0.3171059637772038	-1.5987559611371502e-09	1
6283185.307179586	891.7917917917919	1	-0.48798679557715086	-2.8116651544433005e-10	2
6283185.307179586	3438.038038038038	1	0.15378078666328387	-4.184201421692856e-10	1
6283185.307179586	2937.1371371371374	8	0.5773822850476251	-1.7247411530736914e-09	1
6283185.307179586	2498.848848848849	1	-1.146445395620114	1.4111825392678163e-09	1
6283185.307179586	655.2552552552553	6	-0.21292951586189268	1.5764882449880983e-10	1
6283185.307179586	1114.4144144144145	9	1.3004298139793544	-1.1788506606461963e-11	2
6283185.307179586	1357.9079079079079	5	-0.9231889792836991	4.27719669183671e-10	2
6283185.307179586	1928.3783783783783	9	0.3126664241103163	1.8587535086755785e-09	1
6283185.307179586	1121.3713713713714	8	1.4203946230786464	-1.2039236854184205e-09	2
6283185.307179586	1017.017017017017	3	0.2672652214482407	2.969972676946023e-10	2
6283185.307179586	2457.1071071071074	3	0.06299897961232137	-1.6793327875433795e-11	1
