axial trapping frequency (MHz) 	 velocity(m/s) 	 ion collided with 	 angle(rads) 	 collision offset(m) 	 reorder? (1 is reorder 2 is ejection) 
6283185.307179586	1260.5105105105106	3	0.02108215448369699	6.646244881110839e-10	0
6283185.307179586	724.8248248248249	3	-1.350601715684026	-1.0563614296218252e-09	2
6283185.307179586	2025.7757757757759	3	-0.4157776132064801	-1.0438071828827891e-09	0
6283185.307179586	2846.6966966966966	2	-1.2785360533779806	7.306583283562034e-10	2
6283185.307179586	1670.970970970971	3	0.26838704233297195	1.946883052129869e-09	0
6283185.307179586	1399.6496496496497	1	0.5714692857476171	1.97818918737596e-09	0
6283185.307179586	1093.5435435435436	1	0.9746782800936873	9.74989968371146e-10	0
6283185.307179586	1142.2422422422424	1	-1.1789978879112208	1.769293169292807e-09	0
6283185.307179586	863.963963963964	2	-0.07488559605887324	2.0638964567771127e-10	1
6283185.307179586	1455.3053053053054	1	1.3655029112385506	-1.5651533481121862e-09	2
6283185.307179586	2053.603603603604	1	-0.7201839146568731	1.4411791189098442e-09	0
6283185.307179586	648.2982982982983	3	-1.072758189575029	1.279234734152752e-09	2
6283185.307179586	3076.2762762762763	3	-0.9572783603839801	5.498628796210797e-10	2
6283185.307179586	3236.286286286286	3	0.6928504710976524	-1.3770021374358424e-09	0
6283185.307179586	2624.0740740740744	3	-0.5684037563385806	9.221298635725449e-10	0
6283185.307179586	696.996996996997	1	1.1670303683356145	-1.6639906357188594e-09	2
6283185.307179586	1364.864864864865	2	-1.5637293165373753	7.800485071667424e-10	2
6283185.307179586	975.2752752752752	3	1.2386954131064427	-1.923387256145868e-09	0
6283185.307179586	1142.2422422422424	3	-1.242984981399414	-1.7174215259288276e-09	0
6283185.307179586	1364.864864864865	3	1.3071131043335638	6.197319719975955e-10	2
6283185.307179586	1810.11011011011	2	-0.6592904899522924	6.209007015552195e-10	0
6283185.307179586	2178.828828828829	2	0.1474384477702173	1.0894896962275213e-09	0
6283185.307179586	863.963963963964	3	-1.4523320073057397	1.4880647824070457e-09	2
6283185.307179586	1524.8748748748749	2	0.039429372140500796	-2.995159493131313e-10	1
6283185.307179586	2596.2462462462463	1	1.4224006137476186	-1.8836870312929006e-10	2
6283185.307179586	1510.960960960961	3	-0.6347220343725128	1.6311624293996623e-09	0
6283185.307179586	1608.3583583583584	1	-0.9578818138004788	-9.624022874268371e-10	0
6283185.307179586	947.4474474474474	2	1.1393925016556992	-3.9599299371417524e-11	2
6283185.307179586	2408.4084084084084	1	-0.8493858749612786	1.407003680486573e-09	0
6283185.307179586	662.2122122122122	3	-1.2403031244658487	-1.088072525069721e-09	2
6283185.307179586	996.1461461461462	2	-1.4378026700200988	4.2594500196326213e-10	2
6283185.307179586	1023.973973973974	1	0.0032670133661749645	-8.190500959616348e-11	2
6283185.307179586	1740.5405405405406	2	-0.5634074833616256	4.017095344712938e-11	1
6283185.307179586	1100.5005005005005	1	0.39262588534220444	1.1148315432914875e-09	0
6283185.307179586	3862.4124124124123	1	-0.16621117709412703	-1.0548489977753972e-09	0
6283185.307179586	1107.4574574574574	3	0.7956901955091471	8.70517733839679e-10	2
6283185.307179586	2081.4314314314315	1	1.508306432897042	-1.3272735047900073e-09	2
6283185.307179586	1650.1001001001002	2	1.2159714155516514	1.2986470212286356e-10	2
