axial trapping frequency (MHz) 	 velocity(m/s) 	 ion collided with 	 angle(rads) 	 collision offset(m) 	 reorder? (1 is reorder 2 is ejection) 
6283185.307179586	2234.4844844844847	2	0.2064601278877929	1.472067307937438e-09	0
6283185.307179586	1844.8948948948948	1	1.2072441317507256	1.5854363745896501e-09	0
6283185.307179586	3521.5215215215217	3	0.7266977286351541	4.0715621191077516e-10	1
6283185.307179586	1017.017017017017	1	-1.0936608457189705	1.613809313565796e-09	0
6283185.307179586	2262.3123123123123	2	0.7263649882552881	1.6426447224561945e-12	1
6283185.307179586	1608.3583583583584	1	0.3847774897664076	-1.2895731389778848e-09	0
6283185.307179586	2561.4614614614616	4	-1.225049649890635	-1.0549937151269534e-09	1
6283185.307179586	773.5235235235235	3	0.8233373852622599	-1.7599241268393948e-09	0
6283185.307179586	467.4174174174174	2	0.3419928600928601	2.272828702476515e-10	2
6283185.307179586	2178.828828828829	4	-0.7274706919061024	1.5880416024134507e-10	2
6283185.307179586	2109.259259259259	1	-0.04111814334779207	2.5604578540474806e-10	2
6283185.307179586	1163.113113113113	2	-1.5432599845520445	9.760657427398455e-10	1
6283185.307179586	1378.7787787787788	3	-1.190133644733586	1.2950231103127362e-09	2
6283185.307179586	815.2652652652653	4	1.2608175266255124	1.3246433084750302e-10	2
6283185.307179586	933.5335335335336	4	1.4057232283610226	1.2760777426687802e-09	2
6283185.307179586	2053.603603603604	3	0.9360407474435299	-2.1316883939157537e-10	1
6283185.307179586	1538.788788788789	4	-1.1865609788765366	-1.5449964714557561e-09	0
6283185.307179586	2345.795795795796	3	1.4424414216528567	1.3315821179641137e-11	2
6283185.307179586	676.1261261261261	2	0.947586131759635	4.497645832101478e-11	2
6283185.307179586	1559.6596596596596	1	-0.060531770279484975	-8.404242750061952e-11	2
6283185.307179586	2304.054054054054	2	-0.7440491561160104	-1.8036981979155106e-09	0
6283185.307179586	2909.3093093093094	3	-0.90060187203182	-8.32926455626744e-10	0
6283185.307179586	1657.0570570570571	1	-1.3601382248636997	-5.50326482907364e-10	2
6283185.307179586	1413.5635635635635	3	-0.9031108155063778	-6.154423651438283e-10	1
6283185.307179586	1204.854854854855	2	0.9518037987356025	1.8082839588259306e-09	0
6283185.307179586	1156.1561561561562	4	-1.497140440192796	3.583218729445284e-10	2
6283185.307179586	3243.2432432432433	3	-0.8536898480000428	1.564028333049711e-09	0
6283185.307179586	2262.3123123123123	3	0.6896602970691119	1.7522151500664012e-09	0
6283185.307179586	1190.940940940941	1	0.3817847053004466	1.0147572043380394e-09	0
6283185.307179586	1573.5735735735736	3	0.6420916142848792	1.293173590956393e-09	0
6283185.307179586	870.9209209209209	3	-0.08237646146356048	3.182337904844559e-10	2
6283185.307179586	1497.047047047047	4	-0.0036300847536414604	-1.9460172289588027e-09	0
6283185.307179586	2178.828828828829	3	0.7914027425762944	-1.880682057501473e-09	0
6283185.307179586	1893.5935935935936	2	-0.7358169400135146	7.883333888762568e-10	0
6283185.307179586	1761.4114114114116	4	-0.8798382548725672	-8.212711738673432e-10	0
6283185.307179586	2199.6996996997	3	0.3328126612559572	1.6047071822894314e-09	0
6283185.307179586	3201.5015015015015	4	-1.5540939384287218	7.53673525650029e-10	2
6283185.307179586	1545.7457457457458	2	-0.8347225545367367	1.03267936817357e-09	0
6283185.307179586	1914.4644644644645	1	-0.49760591954865174	-2.4931905186152802e-11	1
6283185.307179586	1963.1631631631633	3	-1.3523918229386547	-1.2230496440620523e-09	2
6283185.307179586	3111.061061061061	4	1.0564285961573967	-7.64479118793091e-10	1
6283185.307179586	1684.884884884885	1	0.35493904917983854	-8.082247332490725e-11	2
6283185.307179586	1364.864864864865	1	-1.319912049002718	-4.2039179857793217e-10	1
6283185.307179586	870.9209209209209	4	-1.203355619011373	-8.76337880719254e-10	2
6283185.307179586	1030.930930930931	3	1.5272252521729595	-9.652434231696546e-10	1
