axial trapping frequency (MHz) 	 velocity(m/s) 	 ion collided with 	 angle(rads) 	 collision offset(m) 	 reorder? (1 is reorder 2 is ejection) 
6283185.307179586	1705.755755755756	1	0.9102641276250165	-1.6945514588273187e-09	0
6283185.307179586	1977.077077077077	2	-0.41252259503552446	2.5406148344712572e-11	2
6283185.307179586	1657.0570570570571	1	1.47598316378819	4.890499648995433e-10	2
6283185.307179586	1657.0570570570571	1	-0.34899292572049867	-8.126635058798852e-10	0
6283185.307179586	1142.2422422422424	2	1.1484485444098453	-1.1271145230649462e-09	2
6283185.307179586	3737.187187187187	1	0.5122079676292803	-1.0548741386822528e-09	0
6283185.307179586	1156.1561561561562	2	-0.1020525226244744	-1.7786440420949472e-09	0
6283185.307179586	1413.5635635635635	2	-1.5550269040684959	-1.4386488961520967e-10	2
6283185.307179586	2596.2462462462463	1	-1.0232082069989066	1.6803616118498688e-09	0
6283185.307179586	3333.6836836836837	1	-1.190256850252642	1.2631678554228737e-09	0
6283185.307179586	2011.8618618618618	1	1.129557607458041	1.442451563405568e-09	0
6283185.307179586	1691.8418418418419	1	0.2110859718982896	1.5824829475003349e-09	0
6283185.307179586	1246.5965965965966	1	0.2659151852107067	-1.2669769703070375e-09	0
6283185.307179586	1044.8448448448448	2	-0.642256625563861	-1.747186939428621e-09	0
6283185.307179586	523.0730730730731	2	-0.7427436633101311	-1.2960520654898724e-09	0
6283185.307179586	2672.772772772773	2	-0.020640206384998194	6.116854064731839e-10	0
6283185.307179586	780.4804804804805	1	0.7411020248838072	1.4962214541573222e-09	0
6283185.307179586	1288.3383383383384	2	1.1775612115292091	1.0304761120360825e-09	2
6283185.307179586	1211.8118118118118	1	-0.603952503544949	5.678115017838071e-10	0
6283185.307179586	1545.7457457457458	1	0.6383256479425121	-1.130997250607027e-09	0
6283185.307179586	439.5895895895896	1	1.5319274164344692	6.546487482414992e-10	2
6283185.307179586	1392.6926926926926	1	-1.0607688297334015	-3.633388639723254e-10	1
6283185.307179586	2617.1171171171172	1	1.0774297277084295	-1.7819194871804798e-09	0
6283185.307179586	2519.7197197197197	1	-0.8788756357209606	-1.5926848638717984e-09	0
6283185.307179586	592.6426426426426	2	0.47614703598061947	-6.605871982656107e-11	1
6283185.307179586	1253.5535535535537	1	0.9678502037651544	6.671555770937412e-10	2
6283185.307179586	1253.5535535535537	1	-1.04595944814425	-1.7851550271014382e-09	0
6283185.307179586	2185.7857857857857	2	0.17469580108723837	-1.7734863546535383e-09	0
6283185.307179586	2672.772772772773	2	-1.3599053445031892	-1.239812424180093e-09	1
6283185.307179586	1232.6826826826828	2	0.8379121227679769	-8.597006514822e-10	0
6283185.307179586	2102.3023023023025	1	-0.8997928286164902	-7.752978137436912e-10	0
6283185.307179586	1587.4874874874874	2	0.9012463868310476	-1.2448740054569007e-10	1
6283185.307179586	4078.0780780780783	1	0.5168953639855371	4.503993803776809e-10	0
6283185.307179586	683.0830830830831	1	0.3495512711217559	1.47801781139133e-09	0
6283185.307179586	2324.924924924925	1	-0.2994560962017292	-2.457481751242954e-10	2
6283185.307179586	1288.3383383383384	1	1.0466708872466621	-1.528537394776631e-09	0
6283185.307179586	1636.1861861861862	1	-0.4939303497148346	1.1564703985352662e-09	0
6283185.307179586	2964.964964964965	2	-1.002281614912361	-1.3788974881482467e-10	2
6283185.307179586	2422.322322322322	2	-0.3538084698357291	1.7055949490452843e-09	0
6283185.307179586	3236.286286286286	2	-1.092812795688085	-1.4432480444639554e-09	0
6283185.307179586	2053.603603603604	2	-0.4051847290731385	1.788373857742875e-09	0
6283185.307179586	1872.7227227227227	1	-0.8864469250257512	-1.5107272221034449e-09	0
6283185.307179586	1316.1661661661662	1	0.6134996684599452	-1.3817234653203733e-09	0
6283185.307179586	2185.7857857857857	1	1.0571005989247646	6.968648638262961e-10	1
6283185.307179586	1392.6926926926926	1	-0.054003448457982994	-8.117955791357621e-10	0
6283185.307179586	1677.927927927928	2	-0.25293973133519	-1.3956209818876038e-09	0
6283185.307179586	676.1261261261261	2	1.3097891161397412	8.229074071126147e-10	2
6283185.307179586	620.4704704704704	1	-0.18143308147258197	1.6562890478030662e-09	0
6283185.307179586	1295.2952952952953	2	0.03850002613417125	1.4624403423795038e-09	0
6283185.307179586	1761.4114114114116	1	0.13091377943634885	3.188197811001595e-10	2
6283185.307179586	975.2752752752752	1	1.0349673813405462	1.0937616788668281e-09	0
6283185.307179586	2095.3453453453453	1	0.6207533682712567	2.0706271778320934e-10	2
6283185.307179586	1907.5075075075076	1	0.5267178052702395	-1.2041329882613953e-10	2
6283185.307179586	1295.2952952952953	2	-1.0240401677390898	5.924739113663394e-10	2
6283185.307179586	2227.5275275275276	1	0.33976062996231327	-6.03745360637781e-10	0
6283185.307179586	1149.1991991991993	2	-0.06260035471488301	7.667873290597396e-10	0
6283185.307179586	620.4704704704704	1	0.6526666085215127	1.9104848898471203e-09	0
6283185.307179586	1664.014014014014	1	-1.054546709088922	-1.0234457821690932e-09	0
6283185.307179586	2081.4314314314315	2	-0.5681478302151359	-1.5091646176922204e-09	0
6283185.307179586	2199.6996996997	1	0.7793938296230647	-1.495092670187113e-09	0
6283185.307179586	2693.643643643644	2	-0.5071953878471323	1.2890508483861918e-10	2
6283185.307179586	1684.884884884885	1	-1.047368447984506	7.267315693861652e-10	2
6283185.307179586	1851.851851851852	1	-0.8390730482894992	5.605940860653932e-10	2
6283185.307179586	1023.973973973974	2	-1.5482774951431517	-1.7267002368142045e-09	2
6283185.307179586	2978.878878878879	1	-0.547962929969829	-1.013288417160782e-09	0
6283185.307179586	1079.6296296296296	1	-1.3640209312823846	-1.7654533479369784e-09	2
6283185.307179586	940.4904904904905	1	-1.3996245474030307	-1.5505303475426895e-09	2
6283185.307179586	1204.854854854855	2	0.7215364356054992	-1.0161017292664383e-09	0
6283185.307179586	1197.897897897898	1	1.3565426028040606	-1.354144205065167e-09	2
