axial trapping frequency (MHz) 	 velocity(m/s) 	 ion collided with 	 angleXY(rads) 	 angleZ(rads) 	 collision offset(m) 	 reorder? (1 is reorder 2 is ejection) 
3141592.653589793	2497.747747747748	1	0.6505318121069776	-0.936131144251504	-2.914572864321608e-10	1
3141592.653589793	1739.6396396396397	3	-0.7139983303613165	-0.8091981077428254	-1.939698492462312e-09	1
3141592.653589793	1724.7747747747749	3	0.7457315894884862	1.2217304763960306	1.1758793969849247e-09	0
3141592.653589793	1680.1801801801803	3	-1.443863290286218	0.4918655164711292	-1.8793969849246232e-09	0
3141592.653589793	2953.6036036036035	2	-1.2534637355232003	-0.2062661843266025	-1.5175879396984925e-09	0
3141592.653589793	1328.3783783783783	1	0.17453292519943298	1.443863290286218	8.341708542713569e-10	2
3141592.653589793	2438.288288288288	3	-1.5073298085405573	-0.7457315894884862	-1.798994974874372e-09	0
3141592.653589793	1625.6756756756756	1	0.14279966607226346	1.380396772031879	1.4572864321608039e-09	0
3141592.653589793	2106.3063063063064	2	1.28519699465037	0.07933314781792422	1.336683417085427e-09	1
3141592.653589793	1526.5765765765766	3	0.6187985529798077	1.0630641807601826	-1.4974874371859296e-09	0
3141592.653589793	634.6846846846847	2	0.5235987755982991	0.9678644033786736	1.0753768844221107e-09	0
3141592.653589793	1794.144144144144	2	-0.5235987755982987	0.4918655164711292	4.924623115577891e-10	0
3141592.653589793	1249.099099099099	1	-0.6187985529798077	0.07933314781792422	6.532663316582913e-10	1
3141592.653589793	1526.5765765765766	3	-1.3169302537775396	1.443863290286218	3.7185929648241215e-10	2
3141592.653589793	644.5945945945946	3	0.04759988869075449	-0.047599888690754266	1.3165829145728645e-09	0
3141592.653589793	1590.990990990991	2	0.8091981077428256	0.8091981077428256	-1.6783919597989952e-09	2
3141592.653589793	3330.1801801801803	2	0.8726646259971647	1.443863290286218	2.5125628140703525e-10	0
3141592.653589793	1140.0900900900901	3	0.6187985529798077	-0.30146596170811146	8.743718592964822e-10	0
3141592.653589793	1635.5855855855857	1	-0.4918655164711292	0.3649324799624507	2.7135678391959813e-10	2
3141592.653589793	1085.5855855855855	1	1.539063067667727	-0.7774648486156558	-1.9597989949748744e-09	2
3141592.653589793	1254.054054054054	1	0.4601322573439597	-0.333199220835281	-9.045226130653257e-11	0
3141592.653589793	2190.5405405405404	3	0.30146596170811146	0.07933314781792422	9.949748743718591e-10	2
3141592.653589793	2051.801801801802	2	1.126530699014522	-1.348663512904709	-3.316582914572866e-10	0
3141592.653589793	887.3873873873874	3	1.126530699014522	-1.3803967720318788	1.1055276381909546e-10	0
3141592.653589793	2849.5495495495497	3	-0.42839899821678995	1.28519699465037	-5.326633165829146e-10	0
3141592.653589793	2681.0810810810813	2	-0.333199220835281	0.3331992208352812	-1.3969849246231156e-09	1
3141592.653589793	2383.7837837837837	1	-0.3649324799624507	0.5553320347254687	-1.1557788944723618e-09	0
3141592.653589793	996.3963963963964	1	-0.5553320347254684	-0.23799944345377222	-1.1155778894472362e-09	0
3141592.653589793	1036.036036036036	2	-0.5235987755982987	1.380396772031879	-1.0552763819095478e-09	1
3141592.653589793	669.3693693693693	2	1.4121300311590486	-1.0630641807601826	-1.6180904522613065e-09	2
3141592.653589793	2041.8918918918919	2	-1.2851969946503699	-0.9995976625058433	5.929648241206031e-10	0
3141592.653589793	2195.4954954954956	3	0.39666573908962044	0.7774648486156561	5.527638190954773e-10	2
3141592.653589793	2745.4954954954956	2	0.9678644033786736	0.8409313668699951	1.2562814070351758e-09	1
3141592.653589793	1744.5945945945946	2	0.26973270258094195	0.015866629563584977	3.9195979899497504e-10	0
3141592.653589793	2022.0720720720722	2	0.04759988869075449	0.015866629563584977	9.346733668341709e-10	0
3141592.653589793	595.0450450450451	1	-1.5390630676677268	-0.8409313668699951	-2.7135678391959813e-10	2
3141592.653589793	2017.1171171171172	3	0.17453292519943298	1.4121300311590486	-1.7386934673366834e-09	2
3141592.653589793	1590.990990990991	1	1.348663512904709	-0.6822650712341469	3.7185929648241215e-10	1
3141592.653589793	2616.6666666666665	2	-0.7457315894884862	0.015866629563584977	-3.115577889447237e-10	0
3141592.653589793	3677.027027027027	2	0.42839899821678995	-1.5073298085405573	1.4974874371859296e-09	1
3141592.653589793	1843.6936936936936	3	1.3169302537775396	0.23799944345377222	7.738693467336682e-10	2
3141592.653589793	2512.612612612613	1	0.8726646259971647	-0.5870652938526381	1.135678391959799e-09	2
3141592.653589793	2086.4864864864867	3	-0.8091981077428254	-0.6505318121069773	1.0753768844221107e-09	0
3141592.653589793	1343.2432432432433	2	-0.5870652938526381	-0.015866629563584755	1.21608040201005e-09	1
3141592.653589793	2359.009009009009	1	0.14279966607226346	0.9678644033786736	9.14572864321608e-10	2
3141592.653589793	951.8018018018018	1	1.2217304763960306	-0.6505318121069773	4.321608040201004e-10	2
3141592.653589793	1590.990990990991	1	-0.7139983303613165	-1.3803967720318788	-1.1557788944723618e-09	2
3141592.653589793	1353.1531531531532	3	0.4918655164711292	0.26973270258094195	-6.934673366834171e-10	2
3141592.653589793	1050.900900900901	3	-0.26973270258094173	-1.5073298085405573	-2e-09	2
3141592.653589793	2482.8828828828828	1	0.6187985529798077	0.8726646259971647	-3.7185929648241215e-10	1
3141592.653589793	2215.3153153153153	1	-0.5870652938526381	-0.7774648486156558	1.1758793969849247e-09	2
3141592.653589793	2106.3063063063064	1	-1.2217304763960306	-0.6505318121069773	-2.1105527638190968e-10	1
3141592.653589793	2577.027027027027	2	1.539063067667727	1.475596549413388	-8.341708542713569e-10	2
3141592.653589793	2547.2972972972975	2	0.7457315894884862	-1.0313309216330129	-1.2562814070351758e-09	2
3141592.653589793	3790.990990990991	3	0.7774648486156561	0.9995976625058436	-1.899497487437186e-09	0
3141592.653589793	882.4324324324324	1	1.4121300311590486	-0.9678644033786736	-9.748743718592967e-10	0
3141592.653589793	1001.3513513513514	2	-0.9043978851243344	1.2534637355232006	7.336683417085429e-10	1
3141592.653589793	1348.1981981981983	2	0.14279966607226346	-0.17453292519943298	1.819095477386935e-09	2
3141592.653589793	2378.828828828829	2	-1.443863290286218	-0.9043978851243344	-7.035175879396969e-11	0
3141592.653589793	555.4054054054054	3	-0.5235987755982987	0.8409313668699951	-1.3969849246231156e-09	0
3141592.653589793	1883.3333333333333	1	-0.6822650712341469	-0.333199220835281	9.547738693467338e-10	0
3141592.653589793	272.97297297297297	2	1.0630641807601826	-1.443863290286218	9.547738693467338e-10	1
3141592.653589793	2185.5855855855857	3	0.04759988869075449	0.5553320347254687	-1.919597989949749e-09	0
3141592.653589793	1194.5945945945946	3	1.28519699465037	-0.7457315894884862	1.6582914572864323e-09	0
3141592.653589793	1397.7477477477478	3	-0.6187985529798077	-0.047599888690754266	-9.346733668341709e-10	0
3141592.653589793	2676.126126126126	1	-1.0947974398873521	-0.23799944345377222	9.045226130653257e-11	0
3141592.653589793	2111.261261261261	3	0.5235987755982991	1.1582639581416916	-2.914572864321608e-10	2
3141592.653589793	1665.3153153153153	3	-0.3966657390896202	1.3169302537775396	1.879396984924623e-09	0
3141592.653589793	74.77477477477478	1	-0.46013225734395946	0.42839899821678995	1.708542713567837e-10	0
3141592.653589793	2923.873873873874	2	0.26973270258094195	0.6822650712341471	1.3969849246231156e-09	0
3141592.653589793	1957.6576576576576	3	0.6187985529798077	-0.333199220835281	-1.3065326633165835e-10	2
3141592.653589793	2938.738738738739	3	-0.3649324799624507	1.380396772031879	-7.1356783919598e-10	0
3141592.653589793	2577.027027027027	2	-0.936131144251504	1.189997217268861	-1.8190954773869348e-09	1
3141592.653589793	3805.8558558558557	2	0.9043978851243346	-0.9043978851243344	1.5979899497487436e-09	1
3141592.653589793	713.9639639639639	3	0.9361311442515041	-1.189997217268861	-1.577889447236181e-09	2
3141592.653589793	2889.189189189189	2	1.5073298085405575	0.9995976625058436	-1.8391959798994977e-09	1
3141592.653589793	1789.1891891891892	2	0.6187985529798077	0.7774648486156561	-5.527638190954775e-10	0
3141592.653589793	1249.099099099099	1	-0.047599888690754266	0.17453292519943298	1.1557788944723618e-09	1
3141592.653589793	2155.8558558558557	2	-0.6187985529798077	1.380396772031879	3.316582914572864e-10	2
3141592.653589793	3196.3963963963965	3	-1.4755965494133876	0.5553320347254687	-5.0251256281407215e-11	1
3141592.653589793	1125.2252252252251	3	0.11106640694509373	0.14279966607226346	-1.7185929648241208e-09	0
3141592.653589793	2140.990990990991	3	-0.333199220835281	-1.2851969946503699	-5.326633165829146e-10	2
3141592.653589793	1065.7657657657658	2	1.1582639581416916	-0.6187985529798077	7.939698492462311e-10	1
3141592.653589793	1199.5495495495495	1	1.443863290286218	-1.0947974398873521	3.115577889447235e-10	1
3141592.653589793	1581.081081081081	1	1.5073298085405575	0.9361311442515041	-1.3768844221105527e-09	1
3141592.653589793	1372.972972972973	1	-1.5073298085405573	-1.3169302537775396	5.326633165829144e-10	0
3141592.653589793	2121.171171171171	1	1.539063067667727	1.539063067667727	-1.5577889447236183e-09	1
3141592.653589793	2507.6576576576576	3	-0.8409313668699951	-0.6187985529798077	5.527638190954773e-10	0
3141592.653589793	1402.7027027027027	1	-0.9043978851243344	1.189997217268861	-2.5125628140703525e-10	2
3141592.653589793	788.2882882882883	3	-1.348663512904709	1.475596549413388	-1.0954773869346736e-09	1
3141592.653589793	590.0900900900901	1	-1.4121300311590483	-0.9678644033786736	2e-09	0
3141592.653589793	1610.8108108108108	2	-0.8409313668699951	-0.8091981077428254	2.7135678391959813e-10	2
3141592.653589793	1853.6036036036037	1	-0.5870652938526381	0.23799944345377222	-6.934673366834171e-10	2
3141592.653589793	1729.7297297297298	3	0.6505318121069776	1.0630641807601826	3.5175879396984926e-10	0
3141592.653589793	3548.198198198198	2	0.17453292519943298	-0.11106640694509373	1.909547738693466e-10	0
3141592.653589793	2066.666666666667	1	-1.5073298085405573	-1.2534637355232003	1.819095477386935e-09	2
3141592.653589793	2225.225225225225	2	-0.26973270258094173	-1.189997217268861	-9.949748743718593e-10	0
3141592.653589793	1323.4234234234234	1	1.3169302537775396	1.126530699014522	-2.5125628140703525e-10	2
3141592.653589793	1477.027027027027	3	-0.2062661843266025	-0.7457315894884862	7.939698492462311e-10	0
3141592.653589793	411.7117117117117	2	1.0630641807601826	1.28519699465037	-1.1055276381909546e-10	1
3141592.653589793	1457.2072072072071	3	1.0630641807601826	1.5073298085405575	1.8994974874371857e-09	1
3141592.653589793	2046.8468468468468	3	-0.936131144251504	-1.443863290286218	-5.929648241206031e-10	2
3141592.653589793	1516.6666666666667	3	0.5553320347254687	0.7139983303613167	6.13065326633166e-10	2
3141592.653589793	1937.837837837838	3	0.9361311442515041	1.539063067667727	-6.532663316582915e-10	2
3141592.653589793	2591.891891891892	3	1.0630641807601826	-0.26973270258094173	-7.537688442211055e-10	1
3141592.653589793	1516.6666666666667	1	-1.5390630676677268	-0.333199220835281	1.3969849246231156e-09	0
3141592.653589793	1744.5945945945946	1	0.30146596170811146	-0.3649324799624507	-9.949748743718593e-10	2
3141592.653589793	2027.027027027027	3	0.9043978851243346	1.539063067667727	4.120603015075375e-10	2
3141592.653589793	1521.6216216216217	2	-1.5073298085405573	1.348663512904709	6.331658291457284e-10	1
3141592.653589793	3939.6396396396394	1	0.07933314781792422	0.7457315894884862	-2.1105527638190968e-10	2
3141592.653589793	2472.972972972973	2	-0.9678644033786736	1.1582639581416916	-1.798994974874372e-09	0
3141592.653589793	2284.6846846846847	3	-0.5553320347254684	-0.26973270258094173	9.949748743718591e-10	0
3141592.653589793	3176.5765765765764	2	-0.7457315894884862	1.28519699465037	-2.3115577889447236e-10	0
3141592.653589793	2641.4414414414414	2	-0.23799944345377222	0.11106640694509373	-1.3065326633165835e-10	1
3141592.653589793	1194.5945945945946	3	-0.936131144251504	0.7139983303613167	1.5175879396984925e-09	0
3141592.653589793	1036.036036036036	2	-0.5553320347254684	-0.9678644033786736	1.7185929648241205e-09	2
3141592.653589793	2636.4864864864867	3	-0.9043978851243344	-0.079333147817924	-8.542713567839198e-10	1
3141592.653589793	2140.990990990991	1	0.9995976625058436	0.5870652938526382	-6.331658291457286e-10	2
3141592.653589793	2512.612612612613	3	0.07933314781792422	-1.0630641807601826	9.14572864321608e-10	0
3141592.653589793	1323.4234234234234	2	-0.5870652938526381	-1.4755965494133876	-7.1356783919598e-10	0
3141592.653589793	1377.9279279279278	1	0.5870652938526382	-0.079333147817924	-1.5577889447236183e-09	2
3141592.653589793	1457.2072072072071	2	1.1582639581416916	0.9043978851243346	-9.547738693467338e-10	1
3141592.653589793	1135.1351351351352	2	-1.4755965494133876	0.8726646259971647	1.7587939698492463e-09	0
3141592.653589793	2889.189189189189	2	1.5073298085405575	1.475596549413388	-1.2562814070351758e-09	0
3141592.653589793	1561.2612612612613	2	1.539063067667727	0.3649324799624507	9.949748743718591e-10	0
3141592.653589793	1511.7117117117118	2	-0.9678644033786736	1.2534637355232006	1.9597989949748744e-09	0
3141592.653589793	1467.1171171171172	1	-0.2062661843266025	0.8726646259971647	1.9798994974874372e-09	1
3141592.653589793	1972.5225225225224	2	-1.2217304763960306	0.8726646259971647	3.5175879396984926e-10	2
3141592.653589793	1625.6756756756756	2	-0.9043978851243344	-1.5707963267948966	1.2964824120603016e-09	2
3141592.653589793	2433.3333333333335	1	-1.2851969946503699	0.11106640694509373	-9.949748743718593e-10	0
3141592.653589793	1506.7567567567567	2	-0.8091981077428254	0.4918655164711292	-9.045226130653257e-11	0
3141592.653589793	3850.4504504504503	3	1.0630641807601826	-1.0313309216330129	-9.045226130653257e-11	2
3141592.653589793	2378.828828828829	2	-0.26973270258094173	-0.6505318121069773	1.336683417085427e-09	2
3141592.653589793	3047.747747747748	1	-0.11106640694509373	1.380396772031879	1.6381909547738694e-09	0
3141592.653589793	2319.3693693693695	2	-0.6505318121069773	0.9043978851243346	-1.5376884422110554e-09	1
3141592.653589793	2730.6306306306305	2	0.30146596170811146	0.9678644033786736	2.1105527638190948e-10	0
3141592.653589793	981.5315315315315	3	-0.5235987755982987	-0.3649324799624507	1.6984924623115577e-09	0
3141592.653589793	3731.5315315315315	2	1.0630641807601826	0.26973270258094195	5.125628140703519e-10	1
3141592.653589793	2958.5585585585586	3	0.8409313668699951	0.5235987755982991	2.1105527638190948e-10	2
3141592.653589793	3102.252252252252	2	1.189997217268861	-0.7774648486156558	6.331658291457284e-10	2
3141592.653589793	1293.6936936936936	1	-1.0947974398873521	-0.6187985529798077	1.3165829145728645e-09	1
3141592.653589793	3052.702702702703	1	1.28519699465037	0.8409313668699951	-1.6783919597989952e-09	2
3141592.653589793	2884.2342342342345	3	-0.42839899821678995	0.9678644033786736	7.537688442211053e-10	1
3141592.653589793	1913.063063063063	1	0.9678644033786736	0.4601322573439597	1.879396984924623e-09	1
3141592.653589793	1605.855855855856	3	-0.333199220835281	-0.5870652938526381	1.8391959798994979e-09	2
3141592.653589793	1546.3963963963963	2	0.2062661843266027	-0.5235987755982987	-1.1055276381909546e-10	0
3141592.653589793	1382.882882882883	2	-0.5870652938526381	0.5235987755982991	1.336683417085427e-09	0
3141592.653589793	2834.6846846846847	2	-0.7457315894884862	-0.3966657390896202	1.9396984924623115e-09	0
3141592.653589793	2036.936936936937	1	-1.5707963267948966	-0.17453292519943298	4.924623115577891e-10	2
3141592.653589793	1467.1171171171172	3	-0.42839899821678995	-0.5870652938526381	1.7788944723618092e-09	0
3141592.653589793	1675.2252252252251	2	-0.8091981077428254	-0.6822650712341469	1.4773869346733667e-09	1
3141592.653589793	2695.945945945946	3	-0.23799944345377222	0.8726646259971647	-1.0753768844221107e-09	2
3141592.653589793	1105.4054054054054	3	0.6822650712341471	-0.30146596170811146	6.532663316582913e-10	2
3141592.653589793	1427.4774774774776	3	0.2062661843266027	1.5073298085405575	1.9597989949748744e-09	0
3141592.653589793	1794.144144144144	1	-1.4755965494133876	-0.4918655164711292	6.331658291457284e-10	1
3141592.653589793	1898.1981981981983	2	-0.3649324799624507	-0.6187985529798077	-1.2562814070351758e-09	1
3141592.653589793	654.5045045045046	1	1.443863290286218	-1.3169302537775396	1.3969849246231156e-09	2
3141592.653589793	1680.1801801801803	1	-0.42839899821678995	0.6505318121069776	7.035175879396969e-11	2
3141592.653589793	1868.4684684684685	1	1.031330921633013	1.126530699014522	-3.316582914572866e-10	0
3141592.653589793	1665.3153153153153	3	0.6505318121069776	-1.4755965494133876	-1.8391959798994977e-09	2
3141592.653589793	738.7387387387388	1	-0.2062661843266025	0.7774648486156561	1.5075376884422123e-10	0
3141592.653589793	1283.7837837837837	1	0.6822650712341471	0.17453292519943298	1.6783919597989952e-09	2
3141592.653589793	3493.6936936936936	2	0.7457315894884862	-0.5553320347254684	-6.934673366834171e-10	1
3141592.653589793	1288.7387387387387	2	0.04759988869075449	-0.3966657390896202	-5.125628140703517e-10	1
3141592.653589793	1209.4594594594594	1	0.7774648486156561	1.5073298085405575	1.8592964824120607e-09	0
3141592.653589793	1259.009009009009	1	-0.11106640694509373	-1.3169302537775396	1.3065326633165835e-10	2
3141592.653589793	1179.7297297297298	2	0.42839899821678995	0.23799944345377222	1.336683417085427e-09	1
3141592.653589793	2834.6846846846847	2	-1.5073298085405573	-1.4755965494133876	-2e-09	0
3141592.653589793	486.036036036036	3	-0.3966657390896202	-1.443863290286218	1.115577889447236e-09	2
3141592.653589793	525.6756756756756	1	-1.4121300311590483	-0.14279966607226324	1.2763819095477387e-09	2
3141592.653589793	1006.3063063063063	2	-1.3803967720318788	0.26973270258094195	-5.0251256281407215e-11	1
3141592.653589793	2626.5765765765764	2	-1.5707963267948966	-1.348663512904709	4.924623115577891e-10	1
3141592.653589793	867.5675675675676	1	-0.5870652938526381	0.5870652938526382	4.924623115577891e-10	1
3141592.653589793	1813.963963963964	3	1.189997217268861	1.0947974398873521	-1.5979899497487439e-09	1
3141592.653589793	1932.882882882883	2	-0.7774648486156558	-0.7139983303613165	1.035175879396985e-09	0
3141592.653589793	1898.1981981981983	2	0.4918655164711292	-0.42839899821678995	-4.522613065326633e-10	1
3141592.653589793	1021.1711711711712	2	-0.7774648486156558	0.8726646259971647	-7.336683417085429e-10	2
3141592.653589793	2938.738738738739	3	-0.9995976625058433	-0.5870652938526381	1.909547738693466e-10	2
3141592.653589793	1486.936936936937	2	-0.7139983303613165	0.7457315894884862	1.4773869346733667e-09	2
