axial trapping frequency (MHz) 	 velocity(m/s) 	 ion collided with 	 angleXY(rads) 	 angleZ(rads) 	 collision offset(m) 	 reorder? (1 is reorder 2 is ejection) 
3141592.653589793	996.3963963963964	2	0.7457315894884862	0.11106640694509373	1.1557788944723618e-09	2
3141592.653589793	2185.5855855855857	1	-1.4121300311590483	-1.4121300311590483	-1.477386934673367e-09	2
3141592.653589793	788.2882882882883	2	-0.9995976625058433	0.42839899821678995	7.939698492462311e-10	2
3141592.653589793	1858.5585585585586	1	-1.443863290286218	-0.8726646259971648	1.5778894472361808e-09	2
3141592.653589793	1675.2252252252251	2	1.5073298085405575	-0.8091981077428254	1.135678391959799e-09	1
3141592.653589793	1818.918918918919	1	-1.4121300311590483	0.9678644033786736	-1.577889447236181e-09	0
3141592.653589793	2522.5225225225226	1	-0.11106640694509373	0.26973270258094195	4.321608040201004e-10	2
3141592.653589793	788.2882882882883	1	0.5553320347254687	-0.6505318121069773	4.522613065326633e-10	0
3141592.653589793	877.4774774774775	2	-0.6822650712341469	1.28519699465037	-9.045226130653257e-11	1
3141592.653589793	585.1351351351351	2	0.3649324799624507	0.30146596170811146	5.02512562814068e-11	1
3141592.653589793	1234.2342342342342	2	-1.5390630676677268	0.3649324799624507	1.1758793969849247e-09	1
3141592.653589793	788.2882882882883	2	0.7457315894884862	0.6505318121069776	-6.331658291457286e-10	1
3141592.653589793	614.8648648648649	1	1.2217304763960306	0.3649324799624507	-1.4371859296482414e-09	2
3141592.653589793	1922.972972972973	2	-0.6505318121069773	0.23799944345377222	1.7587939698492463e-09	0
3141592.653589793	481.0810810810811	2	0.8726646259971647	-1.2851969946503699	3.9195979899497504e-10	1
3141592.653589793	1496.8468468468468	2	0.9995976625058436	0.07933314781792422	5.728643216080402e-10	1
3141592.653589793	2304.5045045045044	1	-0.7139983303613165	-1.5073298085405573	-5.125628140703517e-10	1
3141592.653589793	1467.1171171171172	2	-0.23799944345377222	1.5073298085405575	-1.0050251256281443e-11	0
3141592.653589793	1189.6396396396397	1	0.2062661843266027	-0.7774648486156558	-1.939698492462312e-09	0
3141592.653589793	763.5135135135135	2	1.4121300311590486	-0.079333147817924	-3.015075376884433e-11	0
3141592.653589793	798.1981981981982	1	0.8091981077428256	-1.4755965494133876	-1.3165829145728645e-09	0
3141592.653589793	3136.936936936937	1	1.348663512904709	-0.5235987755982987	-1.3969849246231156e-09	0
3141592.653589793	1521.6216216216217	2	-1.2217304763960306	1.380396772031879	-1.4572864321608043e-09	0
3141592.653589793	2537.387387387387	2	0.30146596170811146	0.3331992208352812	7.336683417085429e-10	0
3141592.653589793	1224.3243243243244	1	0.9043978851243346	1.2534637355232006	1.0552763819095478e-09	1
3141592.653589793	2998.198198198198	2	0.015866629563584977	1.2217304763960306	1.5577889447236183e-09	0
3141592.653589793	2205.4054054054054	1	1.539063067667727	0.5235987755982991	-1.798994974874372e-09	1
3141592.653589793	2611.711711711712	2	1.4121300311590486	1.475596549413388	1.9195979899497486e-09	1
3141592.653589793	1491.8918918918919	1	0.7139983303613167	0.04759988869075449	-1.8592964824120603e-09	2
3141592.653589793	2423.4234234234236	2	-1.5390630676677268	-0.11106640694509373	3.7185929648241215e-10	0
3141592.653589793	1199.5495495495495	1	-0.079333147817924	-1.2851969946503699	1.8592964824120607e-09	0
3141592.653589793	1288.7387387387387	1	-1.4121300311590483	-1.3803967720318788	-1.7386934673366834e-09	2
3141592.653589793	2017.1171171171172	2	0.11106640694509373	-0.11106640694509373	-1.6783919597989952e-09	2
3141592.653589793	2750.4504504504503	2	-0.2062661843266025	-1.443863290286218	1.4974874371859296e-09	1
3141592.653589793	1501.8018018018017	1	-1.0313309216330129	-0.7139983303613165	9.949748743718591e-10	0
3141592.653589793	2661.261261261261	1	-1.5073298085405573	-1.0947974398873521	-2.1105527638190968e-10	2
3141592.653589793	2002.2522522522522	1	-1.443863290286218	1.28519699465037	1.5175879396984925e-09	1
3141592.653589793	1338.2882882882882	2	-0.9678644033786736	-1.2217304763960306	-1.919597989949749e-09	1
3141592.653589793	1888.2882882882882	1	-0.8091981077428254	1.126530699014522	-6.934673366834171e-10	1
3141592.653589793	1283.7837837837837	1	0.04759988869075449	-0.30146596170811146	-1.7386934673366834e-09	0
3141592.653589793	1526.5765765765766	2	1.0630641807601826	0.9361311442515041	1.6783919597989952e-09	0
3141592.653589793	2428.3783783783783	1	0.8091981077428256	-1.189997217268861	4.321608040201004e-10	2
3141592.653589793	2007.2072072072071	2	1.539063067667727	-0.5235987755982987	-5.929648241206031e-10	1
3141592.653589793	1036.036036036036	1	1.2217304763960306	-0.9995976625058433	-5.527638190954775e-10	0
3141592.653589793	1427.4774774774776	2	-1.5707963267948966	1.126530699014522	-1.4371859296482414e-09	0
3141592.653589793	1447.2972972972973	2	-0.3649324799624507	1.0947974398873521	-1.477386934673367e-09	2
3141592.653589793	2968.4684684684685	2	-0.047599888690754266	-1.443863290286218	-3.316582914572866e-10	2
3141592.653589793	3394.5945945945946	1	0.7457315894884862	0.07933314781792422	-1.4170854271356785e-09	1
3141592.653589793	2329.2792792792793	1	-0.8726646259971648	0.6822650712341471	6.13065326633166e-10	1
3141592.653589793	2547.2972972972975	2	0.5553320347254687	1.28519699465037	-4.924623115577891e-10	0
3141592.653589793	2740.5405405405404	1	-1.2217304763960306	0.4601322573439597	1.236180904522613e-09	1
3141592.653589793	2418.4684684684685	1	-0.5235987755982987	1.539063067667727	-1.7386934673366834e-09	0
3141592.653589793	1913.063063063063	2	0.5870652938526382	-0.5553320347254684	4.321608040201004e-10	0
3141592.653589793	1754.5045045045044	2	1.539063067667727	0.7457315894884862	9.045226130653257e-11	2
3141592.653589793	1313.5135135135135	1	-1.348663512904709	0.6822650712341471	-6.532663316582915e-10	1
3141592.653589793	2710.810810810811	2	0.9361311442515041	-0.8409313668699951	-1.2964824120603016e-09	0
3141592.653589793	2269.8198198198197	1	-1.3803967720318788	1.0630641807601826	-1.899497487437186e-09	2
3141592.653589793	1333.3333333333333	1	0.7457315894884862	0.26973270258094195	-8.542713567839198e-10	2
3141592.653589793	1729.7297297297298	1	0.23799944345377222	0.04759988869075449	1.2562814070351758e-09	2
3141592.653589793	2081.5315315315315	1	1.5707963267948966	-0.9678644033786736	1.2763819095477387e-09	0
3141592.653589793	1506.7567567567567	1	-0.17453292519943298	-1.3803967720318788	-9.949748743718593e-10	2
3141592.653589793	1670.2702702702702	1	-0.46013225734395946	1.3169302537775396	-1.1959798994974876e-09	0
3141592.653589793	2814.864864864865	2	-1.189997217268861	0.015866629563584977	1.7185929648241205e-09	1
3141592.653589793	1898.1981981981983	2	1.380396772031879	0.26973270258094195	-3.9195979899497504e-10	1
3141592.653589793	530.6306306306305	2	0.11106640694509373	-0.5870652938526381	-9.547738693467338e-10	0
3141592.653589793	1932.882882882883	1	-1.4121300311590483	1.5073298085405575	-1.5979899497487439e-09	2
3141592.653589793	2136.036036036036	1	-0.6505318121069773	1.1582639581416916	-7.336683417085429e-10	0
3141592.653589793	3127.027027027027	2	1.1582639581416916	0.4601322573439597	-1.7587939698492463e-09	1
3141592.653589793	1496.8468468468468	2	0.2062661843266027	-1.443863290286218	3.316582914572864e-10	2
3141592.653589793	1273.873873873874	1	-0.14279966607226324	-0.26973270258094173	-1.5979899497487439e-09	0
3141592.653589793	2656.3063063063064	1	1.126530699014522	-0.8726646259971648	-1.0753768844221107e-09	2
3141592.653589793	1273.873873873874	2	-0.936131144251504	-0.5870652938526381	1.1959798994974876e-09	0
3141592.653589793	1234.2342342342342	2	0.7774648486156561	-1.5390630676677268	-1.798994974874372e-09	2
3141592.653589793	1838.7387387387387	2	0.9995976625058436	0.5235987755982991	-1.2361809045226131e-09	1
3141592.653589793	1972.5225225225224	1	0.015866629563584977	-0.015866629563584755	-9.145728643216082e-10	1
3141592.653589793	2953.6036036036035	2	0.015866629563584977	-0.8726646259971648	9.748743718592967e-10	2
3141592.653589793	2839.6396396396394	1	-0.6187985529798077	-0.6187985529798077	2.5125628140703525e-10	1
3141592.653589793	2562.162162162162	1	-0.23799944345377222	-0.9043978851243344	-1.5376884422110554e-09	0
3141592.653589793	1065.7657657657658	2	1.4121300311590486	-0.42839899821678995	-7.1356783919598e-10	2
3141592.653589793	1115.3153153153153	1	-0.047599888690754266	-0.015866629563584755	7.537688442211053e-10	0
3141592.653589793	1026.126126126126	1	1.2217304763960306	-1.1582639581416914	1.6984924623115577e-09	0
3141592.653589793	2492.7927927927926	2	-1.5390630676677268	-1.3169302537775396	-7.035175879396969e-11	0
3141592.653589793	1407.6576576576576	1	-1.1265306990145216	0.39666573908962044	6.331658291457284e-10	2
3141592.653589793	2314.4144144144143	2	-1.348663512904709	1.1582639581416916	-3.9195979899497504e-10	2
3141592.653589793	1323.4234234234234	2	1.380396772031879	1.189997217268861	-1.8391959798994977e-09	0
3141592.653589793	1481.981981981982	1	0.015866629563584977	0.23799944345377222	-4.924623115577891e-10	1
3141592.653589793	867.5675675675676	1	0.3331992208352812	1.443863290286218	5.929648241206031e-10	1
3141592.653589793	684.2342342342342	2	1.126530699014522	-0.8091981077428254	2.7135678391959813e-10	0
3141592.653589793	1105.4054054054054	2	-0.3966657390896202	-1.1265306990145216	1.9396984924623115e-09	0
3141592.653589793	1437.3873873873874	2	0.8726646259971647	0.3331992208352812	-2.5125628140703525e-10	1
3141592.653589793	1878.3783783783783	2	0.17453292519943298	-0.11106640694509373	-9.547738693467338e-10	0
3141592.653589793	1150.0	2	-1.3169302537775396	-0.6187985529798077	-1.899497487437186e-09	1
3141592.653589793	540.5405405405405	2	1.475596549413388	-1.1265306990145216	-1.8793969849246232e-09	0
3141592.653589793	535.5855855855856	1	-0.3966657390896202	-0.23799944345377222	-4.120603015075377e-10	0
3141592.653589793	2586.936936936937	1	0.6822650712341471	-0.5235987755982987	8.944723618090451e-10	1
3141592.653589793	2155.8558558558557	2	-0.23799944345377222	-0.936131144251504	3.9195979899497504e-10	2
3141592.653589793	3027.927927927928	2	-1.2217304763960306	-0.4918655164711292	1.015075376884422e-09	0
3141592.653589793	1080.6306306306305	2	0.5553320347254687	-0.30146596170811146	1.2964824120603016e-09	1
3141592.653589793	1234.2342342342342	1	1.126530699014522	-1.5073298085405573	-1.1155778894472362e-09	2
3141592.653589793	1452.2522522522522	2	-0.6505318121069773	-0.14279966607226324	1.0552763819095478e-09	0
3141592.653589793	996.3963963963964	2	0.23799944345377222	1.031330921633013	-8.743718592964824e-10	0
3141592.653589793	1665.3153153153153	2	-1.4121300311590483	-0.8409313668699951	1.909547738693466e-10	0
3141592.653589793	956.7567567567568	2	0.4601322573439597	1.1582639581416916	1.3567839195979898e-09	0
3141592.653589793	852.7027027027027	2	0.3331992208352812	0.11106640694509373	5.125628140703519e-10	1
3141592.653589793	1368.018018018018	1	-0.333199220835281	-0.6822650712341469	-1.1155778894472362e-09	2
3141592.653589793	2056.7567567567567	1	1.28519699465037	-1.0630641807601826	-2.7135678391959813e-10	0
3141592.653589793	1506.7567567567567	2	0.26973270258094195	1.0947974398873521	-1.0552763819095478e-09	0
3141592.653589793	2259.90990990991	2	1.2534637355232006	1.4121300311590486	1.798994974874372e-09	2
3141592.653589793	1486.936936936937	1	0.3649324799624507	0.5235987755982991	1.879396984924623e-09	1
3141592.653589793	1090.5405405405406	2	0.30146596170811146	0.5235987755982991	3.115577889447235e-10	0
3141592.653589793	2131.0810810810813	1	0.4601322573439597	1.380396772031879	-1.2361809045226131e-09	1
3141592.653589793	2423.4234234234236	2	-0.17453292519943298	0.42839899821678995	2.5125628140703525e-10	0
3141592.653589793	2567.1171171171172	1	-1.5707963267948966	-0.5553320347254684	1.21608040201005e-09	1
3141592.653589793	773.4234234234234	1	-0.5870652938526381	0.7457315894884862	1.7788944723618092e-09	2
3141592.653589793	1670.2702702702702	1	-0.11106640694509373	-0.8409313668699951	1.8994974874371857e-09	0
3141592.653589793	1531.5315315315315	2	-1.0313309216330129	0.2062661843266027	1.1758793969849247e-09	1
3141592.653589793	2537.387387387387	2	0.5235987755982991	0.3649324799624507	2.3115577889447236e-10	0
3141592.653589793	1174.7747747747749	2	1.348663512904709	1.5707963267948966	-1.1356783919597991e-09	2
3141592.653589793	2894.1441441441443	1	1.380396772031879	0.9678644033786736	-1.6381909547738694e-09	2
3141592.653589793	1115.3153153153153	2	0.7774648486156561	0.04759988869075449	-1.1758793969849247e-09	0
3141592.653589793	1506.7567567567567	1	-0.46013225734395946	-1.3803967720318788	6.532663316582913e-10	0
3141592.653589793	1749.5495495495495	1	0.3649324799624507	-0.7774648486156558	1.6582914572864323e-09	0
3141592.653589793	1368.018018018018	2	0.23799944345377222	0.5235987755982991	-1.0552763819095478e-09	1
3141592.653589793	545.4954954954956	2	0.8409313668699951	1.5707963267948966	-2.3115577889447236e-10	2
3141592.653589793	2081.5315315315315	2	1.4121300311590486	1.3169302537775396	1.5075376884422123e-10	1
3141592.653589793	1804.054054054054	2	0.23799944345377222	-1.1582639581416914	9.14572864321608e-10	2
3141592.653589793	2512.612612612613	1	1.5707963267948966	0.04759988869075449	9.949748743718591e-10	0
3141592.653589793	3354.954954954955	2	-0.46013225734395946	-1.0630641807601826	9.14572864321608e-10	0
3141592.653589793	1556.3063063063064	1	-0.079333147817924	-0.30146596170811146	-3.7185929648241215e-10	2
3141592.653589793	1145.045045045045	1	1.189997217268861	-0.3966657390896202	-6.13065326633166e-10	1
3141592.653589793	1828.8288288288288	2	-1.443863290286218	0.07933314781792422	1.6582914572864323e-09	2
3141592.653589793	1680.1801801801803	2	1.031330921633013	-0.015866629563584755	8.743718592964822e-10	0
3141592.653589793	1422.5225225225224	2	0.6187985529798077	-1.2217304763960306	-8.542713567839198e-10	0
3141592.653589793	2155.8558558558557	2	0.23799944345377222	-0.8091981077428254	-6.331658291457286e-10	2
3141592.653589793	1387.837837837838	2	0.7139983303613167	-1.4755965494133876	-7.035175879396969e-11	2
3141592.653589793	1229.2792792792793	2	0.2062661843266027	0.17453292519943298	-1.7185929648241208e-09	2
3141592.653589793	1169.8198198198197	1	-1.0630641807601826	1.5707963267948966	1.5075376884422123e-10	2
3141592.653589793	1085.5855855855855	2	-1.3803967720318788	-1.0947974398873521	-1.0150753768844222e-09	0
3141592.653589793	114.41441441441441	1	0.39666573908962044	-0.26973270258094173	4.120603015075375e-10	2
3141592.653589793	1665.3153153153153	1	0.26973270258094195	-0.30146596170811146	1.6984924623115577e-09	0
3141592.653589793	1050.900900900901	2	-1.4755965494133876	-0.8091981077428254	6.331658291457284e-10	1
3141592.653589793	1744.5945945945946	2	1.126530699014522	-0.42839899821678995	1.0552763819095478e-09	0
3141592.653589793	773.4234234234234	2	-0.5870652938526381	0.6822650712341471	1.336683417085427e-09	0
3141592.653589793	1442.3423423423424	2	1.5073298085405575	0.015866629563584977	1.5979899497487436e-09	1
3141592.653589793	2091.4414414414414	2	0.3649324799624507	-1.5073298085405573	-5.125628140703517e-10	0
3141592.653589793	1363.063063063063	2	0.39666573908962044	-0.015866629563584755	2.3115577889447236e-10	2
3141592.653589793	1308.5585585585586	1	-1.2851969946503699	-0.7774648486156558	-7.738693467336684e-10	0
3141592.653589793	3300.4504504504503	1	1.28519699465037	1.28519699465037	-1.0552763819095478e-09	0
3141592.653589793	2671.171171171171	2	1.0630641807601826	0.7774648486156561	3.7185929648241215e-10	0
3141592.653589793	1853.6036036036037	1	-0.5235987755982987	1.5073298085405575	1.1959798994974876e-09	0
3141592.653589793	966.6666666666666	1	0.9678644033786736	1.380396772031879	-4.723618090452262e-10	0
3141592.653589793	1382.882882882883	2	0.6505318121069776	1.031330921633013	-1.939698492462312e-09	0
3141592.653589793	1739.6396396396397	2	-0.9995976625058433	-1.1582639581416914	1.4773869346733667e-09	2
3141592.653589793	4395.495495495496	2	0.04759988869075449	0.42839899821678995	-2.1105527638190968e-10	2
3141592.653589793	2388.738738738739	2	1.5707963267948966	0.5235987755982991	9.748743718592967e-10	1
3141592.653589793	2839.6396396396394	2	1.031330921633013	0.23799944345377222	9.346733668341709e-10	2
3141592.653589793	2577.027027027027	2	1.5073298085405575	1.5073298085405575	1.5577889447236183e-09	0
3141592.653589793	1496.8468468468468	1	-0.5553320347254684	0.5235987755982991	3.115577889447235e-10	0
3141592.653589793	1660.3603603603603	1	1.2217304763960306	-1.3169302537775396	-1.5577889447236183e-09	0
3141592.653589793	1779.2792792792793	1	0.015866629563584977	1.5073298085405575	1.5577889447236183e-09	0
3141592.653589793	927.027027027027	2	-1.5390630676677268	0.6505318121069776	-3.115577889447237e-10	1
3141592.653589793	2205.4054054054054	1	0.17453292519943298	1.348663512904709	-1.2361809045226131e-09	1
3141592.653589793	2116.2162162162163	2	-1.0313309216330129	0.7774648486156561	-1.1356783919597991e-09	2
3141592.653589793	1293.6936936936936	2	-1.4755965494133876	1.126530699014522	9.346733668341709e-10	1
3141592.653589793	1952.7027027027027	1	-0.936131144251504	-0.936131144251504	2.1105527638190948e-10	1
3141592.653589793	1432.4324324324325	2	1.189997217268861	1.2217304763960306	-1.4572864321608043e-09	1
3141592.653589793	723.8738738738739	1	-0.7139983303613165	0.7774648486156561	7.537688442211053e-10	1
3141592.653589793	1809.009009009009	2	-0.3966657390896202	1.031330921633013	-1.8190954773869348e-09	2
3141592.653589793	2765.3153153153153	2	1.1582639581416916	-1.2851969946503699	-9.748743718592967e-10	2
3141592.653589793	2730.6306306306305	1	0.7457315894884862	-0.42839899821678995	-3.5175879396984926e-10	2
3141592.653589793	1838.7387387387387	2	1.031330921633013	-0.14279966607226324	1.236180904522613e-09	0
3141592.653589793	1486.936936936937	1	0.4918655164711292	0.8409313668699951	-1.899497487437186e-09	1
3141592.653589793	976.5765765765766	1	1.28519699465037	-0.42839899821678995	9.14572864321608e-10	0
3141592.653589793	1194.5945945945946	1	0.3649324799624507	-0.333199220835281	-1.7587939698492463e-09	0
3141592.653589793	2854.5045045045044	1	0.3649324799624507	-1.2534637355232003	9.547738693467338e-10	1
3141592.653589793	1377.9279279279278	2	0.6822650712341471	-1.3803967720318788	-9.748743718592967e-10	2
3141592.653589793	1457.2072072072071	2	0.39666573908962044	0.14279966607226346	-1.8592964824120603e-09	2
3141592.653589793	1298.6486486486488	1	-1.5707963267948966	1.2217304763960306	5.527638190954773e-10	1
3141592.653589793	1481.981981981982	2	0.7457315894884862	1.1582639581416916	3.9195979899497504e-10	2
3141592.653589793	2378.828828828829	2	-0.5235987755982987	-1.4755965494133876	-2.1105527638190968e-10	0
3141592.653589793	1055.855855855856	1	1.031330921633013	1.126530699014522	-1.8793969849246232e-09	1
3141592.653589793	1432.4324324324325	1	1.0630641807601826	-0.30146596170811146	-1.6783919597989952e-09	0
3141592.653589793	1828.8288288288288	1	-1.2217304763960306	-1.2534637355232003	1.5577889447236183e-09	0
3141592.653589793	1769.3693693693695	1	1.3169302537775396	-0.5553320347254684	1.3065326633165835e-10	0
3141592.653589793	2923.873873873874	2	0.14279966607226346	-0.4918655164711292	7.1356783919598e-10	1
3141592.653589793	431.5315315315315	1	1.126530699014522	-0.26973270258094173	-1.1959798994974876e-09	0
3141592.653589793	2423.4234234234236	2	0.015866629563584977	-0.2062661843266025	9.14572864321608e-10	0
3141592.653589793	2145.945945945946	2	0.04759988869075449	0.39666573908962044	-1.4974874371859296e-09	2
3141592.653589793	1154.954954954955	2	-0.9043978851243344	0.8091981077428256	-9.547738693467338e-10	1
3141592.653589793	1744.5945945945946	1	0.11106640694509373	1.126530699014522	1.5175879396984925e-09	2
3141592.653589793	2012.162162162162	2	-0.2062661843266025	0.6505318121069776	-3.9195979899497504e-10	1
3141592.653589793	1472.0720720720722	1	-0.9995976625058433	1.031330921633013	-8.14070351758794e-10	2
3141592.653589793	2220.2702702702704	2	-0.4918655164711292	-0.047599888690754266	-1.9597989949748744e-09	2
3141592.653589793	1135.1351351351352	1	0.015866629563584977	1.5073298085405575	-5.929648241206031e-10	2
3141592.653589793	1085.5855855855855	2	-0.30146596170811146	-0.8726646259971648	6.532663316582913e-10	2
3141592.653589793	2577.027027027027	2	-0.047599888690754266	0.2062661843266027	-9.346733668341709e-10	1
3141592.653589793	1913.063063063063	1	-0.42839899821678995	0.7774648486156561	8.944723618090451e-10	2
3141592.653589793	243.24324324324326	1	-0.14279966607226324	-1.348663512904709	-2.5125628140703525e-10	2
3141592.653589793	1303.6036036036037	1	-0.6505318121069773	-1.2534637355232003	-1.1055276381909546e-10	0
3141592.653589793	803.1531531531532	1	-1.4121300311590483	-1.2217304763960306	1.6783919597989952e-09	1
3141592.653589793	1714.8648648648648	1	0.7139983303613167	-0.8409313668699951	1.1055276381909546e-10	2
3141592.653589793	2220.2702702702704	1	-1.443863290286218	1.539063067667727	1.9597989949748744e-09	0
3141592.653589793	1858.5585585585586	1	-1.4121300311590483	0.2062661843266027	-2e-09	2
3141592.653589793	2284.6846846846847	2	1.2217304763960306	0.6187985529798077	-1.909547738693468e-10	0
3141592.653589793	1159.9099099099099	2	0.8091981077428256	-0.11106640694509373	1.336683417085427e-09	1
3141592.653589793	2819.8198198198197	2	-0.9678644033786736	-0.5553320347254684	-7.939698492462313e-10	2
3141592.653589793	1863.5135135135135	1	1.539063067667727	-1.189997217268861	1.798994974874372e-09	0
3141592.653589793	1700.0	2	-1.0313309216330129	-1.3169302537775396	1.3969849246231156e-09	0
3141592.653589793	1407.6576576576576	2	0.14279966607226346	1.5073298085405575	1.7587939698492463e-09	1
3141592.653589793	1526.5765765765766	2	1.4121300311590486	-1.443863290286218	1.6180904522613065e-09	0
3141592.653589793	1947.7477477477478	2	0.7774648486156561	0.8091981077428256	-3.9195979899497504e-10	1
3141592.653589793	1318.4684684684685	2	-0.17453292519943298	0.14279966607226346	2.3115577889447236e-10	0
3141592.653589793	2854.5045045045044	1	-0.7457315894884862	-0.6187985529798077	3.9195979899497504e-10	0
3141592.653589793	1070.7207207207207	1	-0.6187985529798077	1.348663512904709	1.115577889447236e-09	2
3141592.653589793	2770.2702702702704	2	-0.8091981077428254	0.2062661843266027	-2.1105527638190968e-10	0
3141592.653589793	2998.198198198198	2	0.9678644033786736	-0.9678644033786736	1.2763819095477387e-09	0
3141592.653589793	1581.081081081081	2	0.6187985529798077	-0.8091981077428254	1.5778894472361808e-09	0
3141592.653589793	1610.8108108108108	1	0.04759988869075449	0.9678644033786736	1.9195979899497486e-09	2
3141592.653589793	451.35135135135135	2	0.30146596170811146	-0.9995976625058433	-1.5075376884422123e-10	2
3141592.653589793	1858.5585585585586	1	-0.6505318121069773	1.475596549413388	7.336683417085429e-10	2
3141592.653589793	1660.3603603603603	1	0.9678644033786736	-1.1582639581416914	1.4170854271356785e-09	2
3141592.653589793	941.8918918918919	1	1.2534637355232006	-0.5235987755982987	1.1557788944723618e-09	0
3141592.653589793	1001.3513513513514	1	-0.6187985529798077	-1.5707963267948966	1.4170854271356785e-09	2
3141592.653589793	852.7027027027027	2	-0.015866629563584755	1.28519699465037	-1.8391959798994977e-09	0
3141592.653589793	1229.2792792792793	2	-1.443863290286218	-0.6822650712341469	-3.9195979899497504e-10	1
3141592.653589793	1080.6306306306305	1	0.6822650712341471	0.8726646259971647	-1.0954773869346736e-09	0
3141592.653589793	1293.6936936936936	1	-0.333199220835281	-0.7774648486156558	3.015075376884433e-11	0
3141592.653589793	2334.2342342342345	1	-1.5390630676677268	-1.2217304763960306	-1.5979899497487439e-09	0
3141592.653589793	1417.5675675675675	1	-1.189997217268861	-0.11106640694509373	1.798994974874372e-09	1
3141592.653589793	2601.801801801802	2	-0.6187985529798077	-1.0630641807601826	-2e-09	1
3141592.653589793	1407.6576576576576	2	-1.0947974398873521	-0.11106640694509373	1.4170854271356785e-09	0
3141592.653589793	2126.126126126126	1	-0.7139983303613165	1.475596549413388	-1.5075376884422123e-10	0
3141592.653589793	1392.7927927927929	2	0.9361311442515041	-0.079333147817924	-4.924623115577891e-10	0
3141592.653589793	852.7027027027027	1	1.348663512904709	-0.30146596170811146	-1.577889447236181e-09	1
3141592.653589793	1353.1531531531532	2	0.9043978851243346	0.42839899821678995	3.015075376884433e-11	0
3141592.653589793	2463.063063063063	1	0.8726646259971647	-1.348663512904709	1.8391959798994979e-09	0
3141592.653589793	1987.3873873873874	2	0.015866629563584977	0.9361311442515041	-1.7788944723618092e-09	0
3141592.653589793	1913.063063063063	1	0.9361311442515041	0.6505318121069776	-1.5979899497487439e-09	1
3141592.653589793	659.4594594594595	2	-1.2534637355232003	-1.3169302537775396	9.14572864321608e-10	0
3141592.653589793	1313.5135135135135	1	0.8091981077428256	-1.2217304763960306	4.120603015075375e-10	2
3141592.653589793	1709.9099099099099	1	1.031330921633013	0.7457315894884862	1.7386934673366834e-09	1
3141592.653589793	1551.3513513513515	1	-0.7457315894884862	-1.2534637355232003	-1.909547738693468e-10	2
