timestep,ion,r,z,vr,vz,Erfi_before,Ezfi_before,Erfi_after,Ezfi_after
548,2,-2.681153e-29,-4.792585e-06,-9.806718e-20,0.0009392437,7.830702e-22,0.7142644,-7.585327e-17,0.7142644
549,0,-2.036317e-28,4.792585e-06,-7.62192e-19,-0.0009409545,-2.088922e-21,-0.7142644,-6.336448e-16,-0.7142644
549,1,-6.521236e-29,-8.034863e-20,-2.403056e-19,8.325359e-15,1.302917e-21,6.281198e-12,-1.907924e-16,6.317942e-12
549,2,-2.690978e-29,-4.792585e-06,-9.824891e-20,0.0009409545,7.860043e-22,0.7142644,-7.587103e-17,0.7142644
550,0,-2.043954e-28,4.792585e-06,-7.637105e-19,-0.0009426653,-2.096824e-21,-0.7142644,-6.339753e-16,-0.7142644
550,1,-6.545312e-29,-8.034862e-20,-2.407628e-19,8.340475e-15,1.307879e-21,6.274092e-12,-1.908573e-16,6.310843e-12
550,2,-2.700821e-29,-4.792585e-06,-9.843068e-20,0.0009426653,7.889443e-22,0.7142644,-7.58888e-17,0.7142644
551,0,-2.051606e-28,4.792585e-06,-7.652298e-19,-0.0009443762,-2.104741e-21,-0.7142643,-6.343061e-16,-0.7142643
551,1,-6.569434e-29,-8.034861e-20,-2.412201e-19,8.355591e-15,1.312851e-21,6.274092e-12,-1.909224e-16,6.310856e-12
551,2,-2.710682e-29,-4.792585e-06,-9.861249e-20,0.0009443762,7.9189e-22,0.7142643,-7.590657e-17,0.7142643
552,0,-2.059274e-28,4.792585e-06,-7.667499e-19,-0.000946087,-2.112675e-21,-0.7142643,-6.346371e-16,-0.7142643
552,1,-6.593602e-29,-8.03486e-20,-2.416775e-19,8.370741e-15,1.317834e-21,6.288303e-12,-1.909874e-16,6.325073e-12
552,2,-2.720562e-29,-4.792585e-06,-9.879435e-20,0.000946087,7.948415e-22,0.7142643,-7.592435e-17,0.7142643
553,0,-2.066956e-28,4.792585e-06,-7.682708e-19,-0.0009477978,-2.120625e-21,-0.7142643,-6.349683e-16,-0.7142643
553,1,-6.617816e-29,-8.034859e-20,-2.421351e-19,8.385891e-15,1.322827e-21,6.288303e-12,-1.910525e-16,6.325087e-12
553,2,-2.730459e-29,-4.792585e-06,-9.897625e-20,0.0009477978,7.977988e-22,0.7142643,-7.594213e-17,0.7142643
554,0,-2.074654e-28,4.792585e-06,-7.697925e-19,-0.0009495086,-2.128592e-21,-0.7142643,-6.352997e-16,-0.7142643
554,1,-6.642075e-29,-8.034859e-20,-2.425929e-19,8.401041e-15,1.32783e-21,6.288303e-12,-1.911176e-16,6.325093e-12
554,2,-2.740375e-29,-4.792585e-06,-9.915819e-20,0.0009495086,8.007619e-22,0.7142643,-7.595991e-17,0.7142643
555,0,-2.082367e-28,4.792585e-06,-7.713149e-19,-0.0009512194,-2.136574e-21,-0.7142642,-6.356314e-16,-0.7142642
555,1,-6.66638e-29,-8.034858e-20,-2.430508e-19,8.416157e-15,1.332843e-21,6.274092e-12,-1.911827e-16,6.310889e-12
555,2,-2.750309e-29,-4.792585e-06,-9.934017e-20,0.0009512194,8.037308e-22,0.7142642,-7.597771e-17,0.7142642
556,0,-2.090096e-28,4.792585e-06,-7.72834e-19,-0.0009529302,-2.144572e-21,-0.7142642,-6.341958e-16,-0.7142642
556,1,-6.690731e-29,-8.034857e-20,-2.435076e-19,8.431324e-15,1.337867e-21,6.295409e-12,-1.907163e-16,6.332219e-12
556,2,-2.760261e-29,-4.792585e-06,-9.952169e-20,0.0009529302,8.067054e-22,0.7142642,-7.578428e-17,0.7142642
557,0,-2.097839e-28,4.792585e-06,-7.743538e-19,-0.000954641,-2.152586e-21,-0.7142642,-6.34527e-16,-0.7142642
557,1,-6.715127e-29,-8.034856e-20,-2.439646e-19,8.446457e-15,1.342901e-21,6.281198e-12,-1.907814e-16,6.318014e-12
557,2,-2.770232e-29,-4.792585e-06,-9.970325e-20,0.000954641,8.096859e-22,0.7142642,-7.580203e-17,0.7142642
558,0,-2.105598e-28,4.792585e-06,-7.758744e-19,-0.0009563518,-2.160617e-21,-0.7142641,-6.348584e-16,-0.7142641
558,1,-6.739569e-29,-8.034855e-20,-2.444217e-19,8.46159e-15,1.347945e-21,6.281198e-12,-1.908464e-16,6.31802e-12
558,2,-2.78022e-29,-4.792585e-06,-9.988485e-20,0.0009563518,8.126721e-22,0.7142641,-7.581979e-17,0.7142641
559,0,-2.113372e-28,4.792585e-06,-7.773958e-19,-0.0009580627,-2.168663e-21,-0.7142641,-6.351901e-16,-0.7142641
559,1,-6.764057e-29,-8.034854e-20,-2.44879e-19,8.476757e-15,1.352999e-21,6.295409e-12,-1.909115e-16,6.332245e-12
559,2,-2.790227e-29,-4.792585e-06,-1.000665e-19,0.0009580627,8.156641e-22,0.7142641,-7.583755e-17,0.7142641
560,0,-2.121161e-28,4.792585e-06,-7.78918e-19,-0.0009597735,-2.176726e-21,-0.7142641,-6.35522e-16,-0.7142641
560,1,-6.788591e-29,-8.034854e-20,-2.453364e-19,8.491924e-15,1.358064e-21,6.295409e-12,-1.909766e-16,6.332251e-12
560,2,-2.800252e-29,-4.792585e-06,-1.002482e-19,0.0009597735,8.186619e-22,0.7142641,-7.585531e-17,0.7142641
561,0,-2.128965e-28,4.792585e-06,-7.80441e-19,-0.0009614843,-2.184805e-21,-0.714264,-6.358542e-16,-0.714264
561,1,-6.81317e-29,-8.034853e-20,-2.45794e-19,8.50704e-15,1.363139e-21,6.274092e-12,-1.910417e-16,6.310941e-12
561,2,-2.810295e-29,-4.792585e-06,-1.004299e-19,0.0009614843,8.216655e-22,0.714264,-7.587309e-17,0.714264
562,0,-2.136785e-28,4.792585e-06,-7.819648e-19,-0.0009631951,-2.192899e-21,-0.714264,-6.361866e-16,-0.714264
562,1,-6.837796e-29,-8.034852e-20,-2.462517e-19,8.522173e-15,1.368225e-21,6.281198e-12,-1.911068e-16,6.31806e-12
562,2,-2.820356e-29,-4.792585e-06,-1.006117e-19,0.0009631951,8.246749e-22,0.714264,-7.589086e-17,0.714264
563,0,-2.14462e-28,4.792585e-06,-7.834894e-19,-0.0009649059,-2.20101e-21,-0.714264,-6.365192e-16,-0.714264
563,1,-6.862467e-29,-8.034851e-20,-2.467096e-19,8.537323e-15,1.37332e-21,6.288303e-12,-1.91172e-16,6.325172e-12
563,2,-2.830435e-29,-4.792585e-06,-1.007935e-19,0.0009649059,8.276901e-22,0.714264,-7.590864e-17,0.714264
564,0,-2.15247e-28,4.792585e-06,-7.850148e-19,-0.0009666167,-2.209137e-21,-0.7142639,-6.36852e-16,-0.7142639
564,1,-6.887183e-29,-8.03485e-20,-2.471677e-19,8.552456e-15,1.378426e-21,6.281198e-12,-1.912372e-16,6.318072e-12
564,2,-2.840533e-29,-4.792585e-06,-1.009754e-19,0.0009666167,8.307111e-22,0.7142639,-7.592643e-17,0.7142639
565,0,-2.160336e-28,4.792585e-06,-7.86541e-19,-0.0009683275,-2.217281e-21,-0.7142639,-6.371851e-16,-0.7142639
565,1,-6.911946e-29,-8.034849e-20,-2.476259e-19,8.567606e-15,1.383543e-21,6.288303e-12,-1.913025e-16,6.325192e-12
565,2,-2.850648e-29,-4.792585e-06,-1.011573e-19,0.0009683275,8.337379e-22,0.7142639,-7.594422e-17,0.7142639
566,0,-2.168216e-28,4.792585e-06,-7.88068e-19,-0.0009700383,-2.22544e-21,-0.7142639,-6.375184e-16,-0.7142639
566,1,-6.936754e-29,-8.034848e-20,-2.480843e-19,8.582739e-15,1.38867e-21,6.281198e-12,-1.913678e-16,6.318092e-12
566,2,-2.860782e-29,-4.792585e-06,-1.013392e-19,0.0009700383,8.367705e-22,0.7142639,-7.596202e-17,0.7142639
567,0,-2.176112e-28,4.792585e-06,-7.895958e-19,-0.0009717491,-2.233615e-21,-0.7142638,-6.378519e-16,-0.7142638
567,1,-6.961609e-29,-8.034848e-20,-2.485428e-19,8.597872e-15,1.393807e-21,6.281198e-12,-1.914331e-16,6.318099e-12
567,2,-2.870934e-29,-4.792585e-06,-1.015212e-19,0.0009717491,8.398089e-22,0.7142638,-7.597982e-17,0.7142638
568,0,-2.184023e-28,4.792585e-06,-7.911244e-19,-0.00097346,-2.241807e-21,-0.7142638,-6.381857e-16,-0.7142638
568,1,-6.986509e-29,-8.034847e-20,-2.490015e-19,8.613023e-15,1.398954e-21,6.288303e-12,-1.914984e-16,6.325218e-12
568,2,-2.881105e-29,-4.792585e-06,-1.017032e-19,0.00097346,8.428531e-22,0.7142638,-7.599762e-17,0.7142638
569,0,-2.19195e-28,4.792585e-06,-7.926538e-19,-0.0009751708,-2.250015e-21,-0.7142638,-6.385197e-16,-0.7142638
569,1,-7.011455e-29,-8.034846e-20,-2.494603e-19,8.628173e-15,1.404112e-21,6.288303e-12,-1.915638e-16,6.325224e-12
569,2,-2.891293e-29,-4.792585e-06,-1.018853e-19,0.0009751708,8.459031e-22,0.7142638,-7.601544e-17,0.7142638
570,0,-2.199892e-28,4.792585e-06,-7.94184e-19,-0.0009768816,-2.258239e-21,-0.7142638,-6.388539e-16,-0.7142638
570,1,-7.036447e-29,-8.034845e-20,-2.499193e-19,8.643289e-15,1.40928e-21,6.274092e-12,-1.916291e-16,6.311019e-12
570,2,-2.9015e-29,-4.792585e-06,-1.020674e-19,0.0009768816,8.489589e-22,0.7142638,-7.603325e-17,0.7142638
571,0,-2.207849e-28,4.792585e-06,-7.95715e-19,-0.0009785924,-2.266479e-21,-0.7142637,-6.391884e-16,-0.7142637
571,1,-7.061485e-29,-8.034844e-20,-2.503784e-19,8.658439e-15,1.414459e-21,6.288303e-12,-1.916946e-16,6.325244e-12
571,2,-2.911725e-29,-4.792585e-06,-1.022496e-19,0.0009785924,8.520206e-22,0.7142637,-7.605107e-17,0.7142637
572,0,-2.215821e-28,4.792585e-06,-7.972425e-19,-0.0009803032,-2.274736e-21,-0.7142637,-6.377406e-16,-0.7142637
572,1,-7.086568e-29,-8.034843e-20,-2.508365e-19,8.673573e-15,1.419648e-21,6.281198e-12,-1.912255e-16,6.318145e-12
572,2,-2.921968e-29,-4.792585e-06,-1.024313e-19,0.0009803032,8.550881e-22,0.7142637,-7.585688e-17,0.7142637
573,0,-2.223809e-28,4.792585e-06,-7.987708e-19,-0.000982014,-2.283008e-21,-0.7142637,-6.380746e-16,-0.7142637
573,1,-7.111698e-29,-8.034842e-20,-2.512946e-19,8.688689e-15,1.424847e-21,6.274092e-12,-1.912908e-16,6.311046e-12
573,2,-2.932229e-29,-4.792585e-06,-1.02613e-19,0.000982014,8.581614e-22,0.7142637,-7.587466e-17,0.7142637
574,0,-2.231812e-28,4.792585e-06,-8.002999e-19,-0.0009837248,-2.291297e-21,-0.7142636,-6.384089e-16,-0.7142636
574,1,-7.136873e-29,-8.034842e-20,-2.51753e-19,8.703805e-15,1.430057e-21,6.274092e-12,-1.913562e-16,6.31106e-12
574,2,-2.942509e-29,-4.792585e-06,-1.027948e-19,0.0009837248,8.612405e-22,0.7142636,-7.589244e-17,0.7142636
575,0,-2.23983e-28,4.792585e-06,-8.018298e-19,-0.0009854356,-2.299602e-21,-0.7142636,-6.387433e-16,-0.7142636
575,1,-7.162094e-29,-8.034841e-20,-2.522115e-19,8.718956e-15,1.435277e-21,6.288303e-12,-1.914215e-16,6.325277e-12
575,2,-2.952806e-29,-4.792585e-06,-1.029766e-19,0.0009854356,8.643254e-22,0.7142636,-7.591024e-17,0.7142636
576,0,-2.247864e-28,4.792585e-06,-8.033606e-19,-0.0009871464,-2.307923e-21,-0.7142636,-6.39078e-16,-0.7142636
576,1,-7.187361e-29,-8.03484e-20,-2.526701e-19,8.734072e-15,1.440507e-21,6.274092e-12,-1.914869e-16,6.311072e-12
576,2,-2.963122e-29,-4.792585e-06,-1.031585e-19,0.0009871464,8.674161e-22,0.7142636,-7.592803e-17,0.7142636
577,0,-2.255913e-28,4.792585e-06,-8.048921e-19,-0.0009888573,-2.31626e-21,-0.7142635,-6.39413e-16,-0.7142635
577,1,-7.212674e-29,-8.034839e-20,-2.531289e-19,8.749222e-15,1.445748e-21,6.288303e-12,-1.915523e-16,6.325297e-12
577,2,-2.973456e-29,-4.792585e-06,-1.033404e-19,0.0009888573,8.705126e-22,0.7142635,-7.594583e-17,0.7142635
578,0,-2.263977e-28,4.792585e-06,-8.064244e-19,-0.0009905681,-2.324614e-21,-0.7142635,-6.397481e-16,-0.7142635
578,1,-7.238033e-29,-8.034838e-20,-2.535879e-19,8.764373e-15,1.450999e-21,6.288303e-12,-1.916177e-16,6.325303e-12
578,2,-2.983809e-29,-4.792585e-06,-1.035223e-19,0.0009905681,8.73615e-22,0.7142635,-7.596364e-17,0.7142635
579,0,-2.272057e-28,4.792585e-06,-8.079576e-19,-0.0009922789,-2.332984e-21,-0.7142635,-6.400835e-16,-0.7142635
579,1,-7.263437e-29,-8.034837e-20,-2.54047e-19,8.779489e-15,1.456261e-21,6.274092e-12,-1.916832e-16,6.311098e-12
579,2,-2.994179e-29,-4.792585e-06,-1.037043e-19,0.0009922789,8.767232e-22,0.7142635,-7.598145e-17,0.7142635
580,0,-2.280152e-28,4.792585e-06,-8.094915e-19,-0.0009939897,-2.34137e-21,-0.7142634,-6.404192e-16,-0.7142634
580,1,-7.288888e-29,-8.034836e-20,-2.545063e-19,8.794623e-15,1.461533e-21,6.281198e-12,-1.917487e-16,6.318218e-12
580,2,-3.004568e-29,-4.792585e-06,-1.038864e-19,0.0009939897,8.798372e-22,0.7142634,-7.599927e-17,0.7142634
581,0,-2.288262e-28,4.792585e-06,-8.110262e-19,-0.0009957005,-2.349772e-21,-0.7142634,-6.40755e-16,-0.7142634
581,1,-7.314385e-29,-8.034835e-20,-2.549657e-19,8.809773e-15,1.466815e-21,6.288303e-12,-1.918142e-16,6.325329e-12
581,2,-3.014975e-29,-4.792585e-06,-1.040684e-19,0.0009957005,8.82957e-22,0.7142634,-7.601709e-17,0.7142634
582,0,-2.296388e-28,4.792585e-06,-8.125618e-19,-0.0009974113,-2.358191e-21,-0.7142634,-6.410911e-16,-0.7142634
582,1,-7.339927e-29,-8.034835e-20,-2.554253e-19,8.824907e-15,1.472108e-21,6.281198e-12,-1.918798e-16,6.31823e-12
582,2,-3.0254e-29,-4.792585e-06,-1.042506e-19,0.0009974113,8.860827e-22,0.7142634,-7.603491e-17,0.7142634
583,0,-2.304529e-28,4.792585e-06,-8.140981e-19,-0.0009991221,-2.366626e-21,-0.7142633,-6.414275e-16,-0.7142633
583,1,-7.365516e-29,-8.034834e-20,-2.558851e-19,8.840074e-15,1.477411e-21,6.295409e-12,-1.919454e-16,6.332455e-12
583,2,-3.035843e-29,-4.792585e-06,-1.044327e-19,0.0009991221,8.892142e-22,0.7142633,-7.605274e-17,0.7142633
584,0,-2.312685e-28,4.792585e-06,-8.156353e-19,-0.001000833,-2.375077e-21,-0.7142633,-6.417641e-16,-0.7142633
584,1,-7.39115e-29,-8.034833e-20,-2.56345e-19,8.855242e-15,1.482725e-21,6.295409e-12,-1.92011e-16,6.332461e-12
584,2,-3.046304e-29,-4.792585e-06,-1.046149e-19,0.001000833,8.923516e-22,0.7142633,-7.607058e-17,0.7142633
585,0,-2.320857e-28,4.792585e-06,-8.171733e-19,-0.001002544,-2.383544e-21,-0.7142633,-6.421009e-16,-0.7142633
585,1,-7.416831e-29,-8.034832e-20,-2.56805e-19,8.870358e-15,1.488049e-21,6.274092e-12,-1.920766e-16,6.311151e-12
585,2,-3.056784e-29,-4.792585e-06,-1.047972e-19,0.001002544,8.954948e-22,0.7142633,-7.608842e-17,0.7142633
586,0,-2.329044e-28,4.792585e-06,-8.18712e-19,-0.001004255,-2.392028e-21,-0.7142632,-6.424379e-16,-0.7142632
586,1,-7.442557e-29,-8.034831e-20,-2.572653e-19,8.885509e-15,1.493384e-21,6.288303e-12,-1.921423e-16,6.325376e-12
586,2,-3.067282e-29,-4.792585e-06,-1.049795e-19,0.001004255,8.986438e-22,0.7142632,-7.610627e-17,0.7142632
587,0,-2.337246e-28,4.792585e-06,-8.202516e-19,-0.001005965,-2.400528e-21,-0.7142632,-6.427752e-16,-0.7142632
587,1,-7.46833e-29,-8.03483e-20,-2.577256e-19,8.900625e-15,1.498729e-21,6.274092e-12,-1.92208e-16,6.311171e-12
587,2,-3.077798e-29,-4.792585e-06,-1.051618e-19,0.001005965,9.017987e-22,0.7142632,-7.612412e-17,0.7142632
588,0,-2.345464e-28,4.792585e-06,-8.217877e-19,-0.001007676,-2.409044e-21,-0.7142632,-6.413152e-16,-0.7142632
588,1,-7.494148e-29,-8.034829e-20,-2.581849e-19,8.915759e-15,1.504085e-21,6.281198e-12,-1.917363e-16,6.318283e-12
588,2,-3.088333e-29,-4.792585e-06,-1.053437e-19,0.001007676,9.049594e-22,0.7142632,-7.592915e-17,0.7142632
589,0,-2.353697e-28,4.792585e-06,-8.233246e-19,-0.001009387,-2.417576e-21,-0.7142631,-6.41652e-16,-0.7142631
589,1,-7.520013e-29,-8.034828e-20,-2.586443e-19,8.930927e-15,1.509451e-21,6.295409e-12,-1.918019e-16,6.332507e-12
589,2,-3.098885e-29,-4.792585e-06,-1.055256e-19,0.001009387,9.08126e-22,0.7142631,-7.594696e-17,0.7142631
590,0,-2.361946e-28,4.792585e-06,-8.248623e-19,-0.001011098,-2.426125e-21,-0.7142631,-6.41989e-16,-0.7142631
590,1,-7.545923e-29,-8.034827e-20,-2.591039e-19,8.946077e-15,1.514827e-21,6.288303e-12,-1.918675e-16,6.325408e-12
590,2,-3.109456e-29,-4.792585e-06,-1.057075e-19,0.001011098,9.112984e-22,0.7142631,-7.596477e-17,0.7142631
591,0,-2.37021e-28,4.792585e-06,-8.264008e-19,-0.001012809,-2.43469e-21,-0.7142631,-6.423263e-16,-0.7142631
591,1,-7.571879e-29,-8.034826e-20,-2.595636e-19,8.961194e-15,1.520214e-21,6.274092e-12,-1.919331e-16,6.311204e-12
591,2,-3.120045e-29,-4.792585e-06,-1.058895e-19,0.001012809,9.144766e-22,0.7142631,-7.598259e-17,0.7142631
592,0,-2.378489e-28,4.792585e-06,-8.279401e-19,-0.001014519,-2.443272e-21,-0.714263,-6.426638e-16,-0.714263
592,1,-7.597882e-29,-8.034826e-20,-2.600235e-19,8.976311e-15,1.525611e-21,6.274092e-12,-1.919988e-16,6.311218e-12
592,2,-3.130652e-29,-4.792585e-06,-1.060715e-19,0.001014519,9.176607e-22,0.714263,-7.600042e-17,0.714263
593,0,-2.386784e-28,4.792585e-06,-8.294802e-19,-0.00101623,-2.45187e-21,-0.714263,-6.430016e-16,-0.714263
593,1,-7.62393e-29,-8.034825e-20,-2.604835e-19,8.991462e-15,1.531019e-21,6.288303e-12,-1.920645e-16,6.325435e-12
593,2,-3.141277e-29,-4.792585e-06,-1.062536e-19,0.00101623,9.208506e-22,0.714263,-7.601825e-17,0.714263
594,0,-2.395094e-28,4.792585e-06,-8.310212e-19,-0.001017941,-2.460484e-21,-0.714263,-6.433396e-16,-0.714263
594,1,-7.650025e-29,-8.034824e-20,-2.609437e-19,9.006595e-15,1.536437e-21,6.281198e-12,-1.921302e-16,6.318336e-12
594,2,-3.151921e-29,-4.792585e-06,-1.064358e-19,0.001017941,9.240464e-22,0.714263,-7.603609e-17,0.714263
595,0,-2.40342e-28,4.792585e-06,-8.325629e-19,-0.001019652,-2.469114e-21,-0.7142629,-6.436778e-16,-0.7142629
595,1,-7.676165e-29,-8.034823e-20,-2.61404e-19,9.021746e-15,1.541866e-21,6.288303e-12,-1.921959e-16,6.325455e-12
595,2,-3.162583e-29,-4.792585e-06,-1.066179e-19,0.001019652,9.27248e-22,0.7142629,-7.605393e-17,0.7142629
596,0,-2.411761e-28,4.792585e-06,-8.341055e-19,-0.001021363,-2.477761e-21,-0.7142629,-6.440162e-16,-0.7142629
596,1,-7.702351e-29,-8.034822e-20,-2.618645e-19,9.03688e-15,1.547306e-21,6.281198e-12,-1.922617e-16,6.318356e-12
596,2,-3.173263e-29,-4.792585e-06,-1.068001e-19,0.001021363,9.304555e-22,0.7142629,-7.607177e-17,0.7142629
597,0,-2.420118e-28,4.792585e-06,-8.356488e-19,-0.001023073,-2.486424e-21,-0.7142629,-6.443549e-16,-0.7142629
597,1,-7.728584e-29,-8.034821e-20,-2.623252e-19,9.052014e-15,1.552755e-21,6.281198e-12,-1.923275e-16,6.318362e-12
597,2,-3.183961e-29,-4.792585e-06,-1.069824e-19,0.001023073,9.336688e-22,0.7142629,-7.608962e-17,0.7142629
598,0,-2.42849e-28,4.792585e-06,-8.37193e-19,-0.001024784,-2.495104e-21,-0.7142628,-6.446939e-16,-0.7142628
598,1,-7.754863e-29,-8.03482e-20,-2.62786e-19,9.06713e-15,1.558216e-21,6.274092e-12,-1.923934e-16,6.31127e-12
598,2,-3.194677e-29,-4.792585e-06,-1.071647e-19,0.001024784,9.36888e-22,0.7142628,-7.610748e-17,0.7142628
599,0,-2.436877e-28,4.792585e-06,-8.38738e-19,-0.001026495,-2.5038e-21,-0.7142628,-6.45033e-16,-0.7142628
599,1,-7.781187e-29,-8.034819e-20,-2.63247e-19,9.082281e-15,1.563686e-21,6.288303e-12,-1.924593e-16,6.325488e-12
599,2,-3.205412e-29,-4.792585e-06,-1.07347e-19,0.001026495,9.401131e-22,0.7142628,-7.612534e-17,0.7142628
600,0,-2.44528e-28,4.792585e-06,-8.402838e-19,-0.001028206,-2.512512e-21,-0.7142628,-6.453725e-16,-0.7142628
600,1,-7.807558e-29,-8.034818e-20,-2.637081e-19,9.097432e-15,1.569168e-21,6.288303e-12,-1.925251e-16,6.325494e-12
600,2,-3.216165e-29,-4.792585e-06,-1.075294e-19,0.001028206,9.43344e-22,0.7142628,-7.61432e-17,0.7142628
601,0,-2.453698e-28,4.792585e-06,-8.418304e-19,-0.001029917,-2.521241e-21,-0.7142627,-6.457121e-16,-0.7142627
601,1,-7.833975e-29,-8.034817e-20,-2.641694e-19,9.112549e-15,1.57466e-21,6.274092e-12,-1.925911e-16,6.311297e-12
601,2,-3.226936e-29,-4.792585e-06,-1.077118e-19,0.001029917,9.465808e-22,0.7142627,-7.616108e-17,0.7142627
602,0,-2.462132e-28,4.792585e-06,-8.433779e-19,-0.001031628,-2.529986e-21,-0.7142627,-6.46052e-16,-0.7142627
602,1,-7.860438e-29,-8.034817e-20,-2.646309e-19,9.1277e-15,1.580162e-21,6.288303e-12,-1.92657e-16,6.325514e-12
602,2,-3.237726e-29,-4.792585e-06,-1.078943e-19,0.001031628,9.498235e-22,0.7142627,-7.617895e-17,0.7142627
603,0,-2.470581e-28,4.792585e-06,-8.449261e-19,-0.001033338,-2.538747e-21,-0.7142627,-6.463921e-16,-0.7142627
603,1,-7.886947e-29,-8.034816e-20,-2.650925e-19,9.142834e-15,1.585675e-21,6.281198e-12,-1.92723e-16,6.318415e-12
603,2,-3.248533e-29,-4.792585e-06,-1.080768e-19,0.001033338,9.53072e-22,0.7142627,-7.619683e-17,0.7142627
604,0,-2.479046e-28,4.792585e-06,-8.464708e-19,-0.001035049,-2.547525e-21,-0.7142626,-6.449197e-16,-0.7142626
604,1,-7.913503e-29,-8.034815e-20,-2.65553e-19,9.157985e-15,1.591199e-21,6.288303e-12,-1.922487e-16,6.325534e-12
604,2,-3.259359e-29,-4.792585e-06,-1.082588e-19,0.001035049,9.563265e-22,0.7142626,-7.600109e-17,0.7142626
605,0,-2.487526e-28,4.792585e-06,-8.480164e-19,-0.00103676,-2.556319e-21,-0.7142626,-6.452594e-16,-0.7142626
605,1,-7.940104e-29,-8.034814e-20,-2.660136e-19,9.173102e-15,1.596733e-21,6.274092e-12,-1.923145e-16,6.31133e-12
605,2,-3.270203e-29,-4.792585e-06,-1.084409e-19,0.00103676,9.595867e-22,0.7142626,-7.601893e-17,0.7142626
606,0,-2.496022e-28,4.792585e-06,-8.495627e-19,-0.001038471,-2.56513e-21,-0.7142626,-6.455992e-16,-0.7142626
606,1,-7.966751e-29,-8.034813e-20,-2.664744e-19,9.188253e-15,1.602277e-21,6.288303e-12,-1.923804e-16,6.325547e-12
606,2,-3.281066e-29,-4.792585e-06,-1.08623e-19,0.001038471,9.628529e-22,0.7142626,-7.603677e-17,0.7142626
607,0,-2.504533e-28,4.792585e-06,-8.511099e-19,-0.001040182,-2.573957e-21,-0.7142625,-6.459394e-16,-0.7142625
607,1,-7.993445e-29,-8.034812e-20,-2.669354e-19,9.203387e-15,1.607832e-21,6.281198e-12,-1.924463e-16,6.318455e-12
607,2,-3.291946e-29,-4.792585e-06,-1.088052e-19,0.001040182,9.661249e-22,0.7142625,-7.605462e-17,0.7142625
608,0,-2.513059e-28,4.792585e-06,-8.526578e-19,-0.001041892,-2.582801e-21,-0.7142625,-6.462797e-16,-0.7142625
608,1,-8.020185e-29,-8.034811e-20,-2.673965e-19,9.218538e-15,1.613398e-21,6.288303e-12,-1.925123e-16,6.325567e-12
608,2,-3.302845e-29,-4.792585e-06,-1.089874e-19,0.001041892,9.694028e-22,0.7142625,-7.607248e-17,0.7142625
609,0,-2.521601e-28,4.792585e-06,-8.542066e-19,-0.001043603,-2.591661e-21,-0.7142625,-6.466203e-16,-0.7142625
609,1,-8.04697e-29,-8.03481e-20,-2.678577e-19,9.233672e-15,1.618974e-21,6.281198e-12,-1.925782e-16,6.318468e-12
609,2,-3.313762e-29,-4.792585e-06,-1.091696e-19,0.001043603,9.726865e-22,0.7142625,-7.609034e-17,0.7142625
610,0,-2.530159e-28,4.792585e-06,-8.557562e-19,-0.001045314,-2.600537e-21,-0.7142624,-6.469612e-16,-0.7142624
610,1,-8.073802e-29,-8.034809e-20,-2.683192e-19,9.248789e-15,1.624561e-21,6.274092e-12,-1.926443e-16,6.311377e-12
610,2,-3.324697e-29,-4.792585e-06,-1.093519e-19,0.001045314,9.759762e-22,0.7142624,-7.61082e-17,0.7142624
611,0,-2.538732e-28,4.792585e-06,-8.573067e-19,-0.001047025,-2.60943e-21,-0.7142624,-6.473022e-16,-0.7142624
611,1,-8.10068e-29,-8.034808e-20,-2.687807e-19,9.263923e-15,1.630158e-21,6.281198e-12,-1.927103e-16,6.318488e-12
611,2,-3.33565e-29,-4.792585e-06,-1.095343e-19,0.001047025,9.792717e-22,0.7142624,-7.612607e-17,0.7142624
612,0,-2.547321e-28,4.792585e-06,-8.588579e-19,-0.001048736,-2.618339e-21,-0.7142624,-6.476436e-16,-0.7142624
612,1,-8.127605e-29,-8.034807e-20,-2.692425e-19,9.279057e-15,1.635766e-21,6.281198e-12,-1.927764e-16,6.318495e-12
612,2,-3.346622e-29,-4.792585e-06,-1.097167e-19,0.001048736,9.825731e-22,0.7142624,-7.614395e-17,0.7142624
613,0,-2.555925e-28,4.792585e-06,-8.6041e-19,-0.001050446,-2.627265e-21,-0.7142623,-6.479851e-16,-0.7142623
613,1,-8.154575e-29,-8.034806e-20,-2.697044e-19,9.294209e-15,1.641385e-21,6.288303e-12,-1.928425e-16,6.325614e-12
613,2,-3.357612e-29,-4.792585e-06,-1.098991e-19,0.001050446,9.858803e-22,0.7142623,-7.616183e-17,0.7142623
614,0,-2.564544e-28,4.792585e-06,-8.619628e-19,-0.001052157,-2.636207e-21,-0.7142623,-6.483269e-16,-0.7142623
614,1,-8.181592e-29,-8.034805e-20,-2.701664e-19,9.309377e-15,1.647014e-21,6.295409e-12,-1.929086e-16,6.332726e-12
614,2,-3.36862e-29,-4.792585e-06,-1.100816e-19,0.001052157,9.891935e-22,0.7142623,-7.617971e-17,0.7142623
615,0,-2.573179e-28,4.792585e-06,-8.635165e-19,-0.001053868,-2.645166e-21,-0.7142623,-6.48669e-16,-0.7142623
615,1,-8.208655e-29,-8.034805e-20,-2.706286e-19,9.324494e-15,1.652653e-21,6.274092e-12,-1.929747e-16,6.311416e-12
