timestep,ion,r,z,vr,vz,Erfi_before,Ezfi_before,Erfi_after,Ezfi_after
6026,0,-2.105024e-25,4.792555e-06,-1.956506e-15,-0.01030631,-2.92743e-18,-0.7132584,-1.305378e-11,-0.7132584
6026,1,-1.013328e-26,-8.007411e-20,-4.000002e-18,9.820625e-14,2.501308e-18,6.281198e-12,-2.15853e-15,2.551461e-11
6026,2,-3.182294e-27,-4.792555e-06,-9.494842e-19,0.01030631,4.261216e-19,0.7132584,-1.701532e-16,0.7132584
6027,0,-2.124908e-25,4.792555e-06,-1.988393e-15,-0.01030802,-2.95613e-18,-0.7132581,-1.33131e-11,-0.7132581
6027,1,-1.013729e-26,-8.007401e-20,-4.005203e-18,9.826782e-14,2.526775e-18,6.295409e-12,-2.171142e-15,2.570678e-11
6027,2,-3.183244e-27,-4.792555e-06,-9.498938e-19,0.01030802,4.293548e-19,0.7132581,-1.710051e-16,0.7132581
6028,0,-2.145117e-25,4.792555e-06,-2.020917e-15,-0.01030973,-2.985299e-18,-0.7132578,-1.35786e-11,-0.7132578
6028,1,-1.01413e-26,-8.007391e-20,-4.010433e-18,9.832979e-14,2.552659e-18,6.281198e-12,-2.183862e-15,2.587276e-11
6028,2,-3.184194e-27,-4.792555e-06,-9.503054e-19,0.01030973,4.326402e-19,0.7132578,-1.718638e-16,0.7132578
6029,0,-2.165658e-25,4.792555e-06,-2.054092e-15,-0.01031143,-3.014946e-18,-0.7132574,-1.385045e-11,-0.7132574
6029,1,-1.014532e-26,-8.007381e-20,-4.015695e-18,9.83922e-14,2.578968e-18,6.281198e-12,-2.196689e-15,2.605494e-11
6029,2,-3.185145e-27,-4.792555e-06,-9.507191e-19,0.01031143,4.359787e-19,0.7132574,-1.727294e-16,0.7132574
6030,0,-2.186538e-25,4.792554e-06,-2.087933e-15,-0.01031314,-3.045081e-18,-0.7132571,-1.412883e-11,-0.7132571
6030,1,-1.014934e-26,-8.007372e-20,-4.020987e-18,9.845506e-14,2.605709e-18,6.288303e-12,-2.209627e-15,2.624685e-11
6030,2,-3.186096e-27,-4.792554e-06,-9.51135e-19,0.01031314,4.393715e-19,0.7132571,-1.736019e-16,0.7132571
6031,0,-2.207762e-25,4.792554e-06,-2.122457e-15,-0.01031485,-3.075713e-18,-0.7132568,-1.441392e-11,-0.7132567
6031,1,-1.015336e-26,-8.007362e-20,-4.026311e-18,9.851836e-14,2.632893e-18,6.281198e-12,-2.222675e-15,2.64269e-11
6031,2,-3.187048e-27,-4.792554e-06,-9.515529e-19,0.01031485,4.428196e-19,0.7132568,-1.744815e-16,0.7132568
6032,0,-2.229339e-25,4.792554e-06,-2.157681e-15,-0.01031656,-3.106852e-18,-0.7132564,-1.470591e-11,-0.7132564
6032,1,-1.015739e-26,-8.007352e-20,-4.031667e-18,9.85821e-14,2.660528e-18,6.274092e-12,-2.235836e-15,2.660904e-11
6032,2,-3.188e-27,-4.792554e-06,-9.519729e-19,0.01031656,4.463241e-19,0.7132564,-1.753681e-16,0.7132564
6033,0,-2.251275e-25,4.792554e-06,-2.193621e-15,-0.01031827,-3.138509e-18,-0.7132561,-1.500501e-11,-0.7132561
6033,1,-1.016143e-26,-8.007342e-20,-4.037054e-18,9.864631e-14,2.688622e-18,6.281198e-12,-2.249111e-15,2.680813e-11
6033,2,-3.188952e-27,-4.792554e-06,-9.523951e-19,0.01031827,4.498862e-19,0.7132561,-1.76262e-16,0.7132561
6034,0,-2.273578e-25,4.792554e-06,-2.230295e-15,-0.01031998,-3.170694e-18,-0.7132557,-1.53114e-11,-0.7132557
6034,1,-1.016547e-26,-8.007332e-20,-4.042473e-18,9.871102e-14,2.717186e-18,6.295409e-12,-2.2625e-15,2.70168e-11
6034,2,-3.189905e-27,-4.792554e-06,-9.528194e-19,0.01031998,4.535071e-19,0.7132557,-1.771631e-16,0.7132557
6035,0,-2.296255e-25,4.792554e-06,-2.267721e-15,-0.01032168,-3.203417e-18,-0.7132554,-1.562529e-11,-0.7132554
6035,1,-1.016952e-26,-8.007322e-20,-4.047924e-18,9.877617e-14,2.746229e-18,6.281198e-12,-2.276006e-15,2.719926e-11
6035,2,-3.190858e-27,-4.792554e-06,-9.53246e-19,0.01032168,4.571879e-19,0.7132554,-1.780716e-16,0.7132554
6036,0,-2.319315e-25,4.792554e-06,-2.305917e-15,-0.01032339,-3.236691e-18,-0.7132551,-1.594691e-11,-0.7132551
6036,1,-1.017357e-26,-8.007312e-20,-4.053408e-18,9.884181e-14,2.775761e-18,6.288303e-12,-2.28963e-15,2.740591e-11
6036,2,-3.191812e-27,-4.792554e-06,-9.536747e-19,0.01032339,4.609299e-19,0.7132551,-1.789876e-16,0.7132551
6037,0,-2.342764e-25,4.792554e-06,-2.344903e-15,-0.0103251,-3.270526e-18,-0.7132547,-1.627648e-11,-0.7132547
6037,1,-1.017763e-26,-8.007302e-20,-4.058925e-18,9.890792e-14,2.805792e-18,6.281198e-12,-2.303374e-15,2.760094e-11
6037,2,-3.192766e-27,-4.792554e-06,-9.541056e-19,0.0103251,4.647344e-19,0.7132547,-1.799111e-16,0.7132547
6038,0,-2.366611e-25,4.792554e-06,-2.384752e-15,-0.01032681,-3.304934e-18,-0.7132544,-1.663683e-11,-0.7132544
6038,1,-1.01817e-26,-8.007293e-20,-4.064483e-18,9.897454e-14,2.836332e-18,6.288303e-12,-2.320395e-15,2.781253e-11
6038,2,-3.19372e-27,-4.792554e-06,-9.545393e-19,0.01032681,4.686026e-19,0.7132544,-1.810891e-16,0.7132544
6039,0,-2.390865e-25,4.792554e-06,-2.42543e-15,-0.01032852,-3.339928e-18,-0.7132541,-1.698326e-11,-0.713254
6039,1,-1.018577e-26,-8.007283e-20,-4.070075e-18,9.904165e-14,2.867392e-18,6.288303e-12,-2.334374e-15,2.802e-11
6039,2,-3.194675e-27,-4.792554e-06,-9.549753e-19,0.01032852,4.725359e-19,0.7132541,-1.820272e-16,0.7132541
6040,0,-2.415535e-25,4.792554e-06,-2.466959e-15,-0.01033023,-3.375519e-18,-0.7132537,-1.733835e-11,-0.7132537
6040,1,-1.018984e-26,-8.007273e-20,-4.0757e-18,9.910928e-14,2.898983e-18,6.295409e-12,-2.348478e-15,2.823732e-11
6040,2,-3.195631e-27,-4.792554e-06,-9.554136e-19,0.01033023,4.765357e-19,0.7132537,-1.829732e-16,0.7132537
6041,0,-2.440629e-25,4.792554e-06,-2.50936e-15,-0.01033193,-3.41172e-18,-0.7132534,-1.770235e-11,-0.7132534
6041,1,-1.019393e-26,-8.007263e-20,-4.081359e-18,9.917741e-14,2.931117e-18,6.288303e-12,-2.362706e-15,2.844291e-11
6041,2,-3.196587e-27,-4.792554e-06,-9.558541e-19,0.01033193,4.806034e-19,0.7132534,-1.83927e-16,0.7132534
6042,0,-2.466155e-25,4.792554e-06,-2.552655e-15,-0.01033364,-3.448545e-18,-0.713253,-1.807553e-11,-0.713253
6042,1,-1.019801e-26,-8.007253e-20,-4.087052e-18,9.924604e-14,2.963805e-18,6.281198e-12,-2.377062e-15,2.865164e-11
6042,2,-3.197543e-27,-4.792554e-06,-9.56297e-19,0.01033364,4.847404e-19,0.713253,-1.84889e-16,0.713253
6043,0,-2.492124e-25,4.792554e-06,-2.596866e-15,-0.01033535,-3.486006e-18,-0.7132527,-1.845816e-11,-0.7132527
6043,1,-1.020211e-26,-8.007243e-20,-4.092781e-18,9.931517e-14,2.997058e-18,6.274092e-12,-2.391546e-15,2.886325e-11
6043,2,-3.1985e-27,-4.792554e-06,-9.567422e-19,0.01033535,4.889481e-19,0.7132527,-1.85859e-16,0.7132527
6044,0,-2.518544e-25,4.792554e-06,-2.642017e-15,-0.01033706,-3.524116e-18,-0.7132524,-1.885051e-11,-0.7132524
6044,1,-1.02062e-26,-8.007233e-20,-4.098544e-18,9.938487e-14,3.030888e-18,6.288303e-12,-2.40616e-15,2.909879e-11
6044,2,-3.199457e-27,-4.792554e-06,-9.571897e-19,0.01033706,4.932282e-19,0.7132524,-1.868372e-16,0.7132524
6045,0,-2.545425e-25,4.792554e-06,-2.688131e-15,-0.01033877,-3.562891e-18,-0.713252,-1.925288e-11,-0.713252
6045,1,-1.021031e-26,-8.007223e-20,-4.104343e-18,9.945507e-14,3.065309e-18,6.274092e-12,-2.420906e-15,2.930921e-11
6045,2,-3.200415e-27,-4.792554e-06,-9.576396e-19,0.01033877,4.97582e-19,0.713252,-1.878238e-16,0.713252
6046,0,-2.572778e-25,4.792554e-06,-2.735234e-15,-0.01034048,-3.602342e-18,-0.7132517,-1.966556e-11,-0.7132517
6046,1,-1.021442e-26,-8.007213e-20,-4.110177e-18,9.952587e-14,3.100331e-18,6.295409e-12,-2.435786e-15,2.955818e-11
6046,2,-3.201373e-27,-4.792554e-06,-9.580918e-19,0.01034048,5.020112e-19,0.7132517,-1.888188e-16,0.7132517
6047,0,-2.600611e-25,4.792554e-06,-2.783352e-15,-0.01034219,-3.642486e-18,-0.7132514,-2.008887e-11,-0.7132513
6047,1,-1.021853e-26,-8.007203e-20,-4.116047e-18,9.959722e-14,3.135969e-18,6.295409e-12,-2.450801e-15,2.978862e-11
6047,2,-3.202331e-27,-4.792554e-06,-9.585465e-19,0.01034219,5.065174e-19,0.7132514,-1.898224e-16,0.7132514
6048,0,-2.628936e-25,4.792554e-06,-2.832509e-15,-0.01034389,-3.683337e-18,-0.713251,-2.052312e-11,-0.713251
6048,1,-1.022266e-26,-8.007193e-20,-4.121953e-18,9.966908e-14,3.172235e-18,6.274092e-12,-2.465953e-15,3.00012e-11
6048,2,-3.20329e-27,-4.792554e-06,-9.590036e-19,0.01034389,5.111022e-19,0.713251,-1.908346e-16,0.713251
6049,0,-2.657764e-25,4.792554e-06,-2.882733e-15,-0.0103456,-3.72491e-18,-0.7132507,-2.096864e-11,-0.7132507
6049,1,-1.022678e-26,-8.007183e-20,-4.127897e-18,9.974154e-14,3.209143e-18,6.288303e-12,-2.481243e-15,3.02525e-11
6049,2,-3.20425e-27,-4.792554e-06,-9.594631e-19,0.0103456,5.157674e-19,0.7132507,-1.918556e-16,0.7132507
6050,0,-2.687104e-25,4.792554e-06,-2.934052e-15,-0.01034731,-3.767222e-18,-0.7132503,-2.142578e-11,-0.7132503
6050,1,-1.023092e-26,-8.007173e-20,-4.133877e-18,9.981454e-14,3.246707e-18,6.274092e-12,-2.496675e-15,3.047832e-11
6050,2,-3.20521e-27,-4.792554e-06,-9.599251e-19,0.01034731,5.205146e-19,0.7132503,-1.928854e-16,0.7132503
6051,0,-2.716969e-25,4.792554e-06,-2.986495e-15,-0.01034902,-3.810287e-18,-0.71325,-2.18949e-11,-0.71325
6051,1,-1.023506e-26,-8.007163e-20,-4.139894e-18,9.988816e-14,3.284942e-18,6.288303e-12,-2.512248e-15,3.073618e-11
6051,2,-3.20617e-27,-4.792554e-06,-9.603896e-19,0.01034902,5.253458e-19,0.71325,-1.939242e-16,0.71325
6052,0,-2.74737e-25,4.792554e-06,-3.040091e-15,-0.01035073,-3.854124e-18,-0.7132497,-2.237635e-11,-0.7132496
6052,1,-1.02392e-26,-8.007153e-20,-4.145949e-18,9.996239e-14,3.323861e-18,6.295409e-12,-2.527966e-15,3.099032e-11
6052,2,-3.207131e-27,-4.792554e-06,-9.608566e-19,0.01035073,5.302626e-19,0.7132497,-1.949721e-16,0.7132497
6053,0,-2.778319e-25,4.792554e-06,-3.094936e-15,-0.01035244,-3.898747e-18,-0.7132493,-2.289785e-11,-0.7132493
6053,1,-1.024336e-26,-8.007143e-20,-4.152049e-18,1.000372e-13,3.36348e-18,6.288303e-12,-2.546875e-15,3.123336e-11
6053,2,-3.208092e-27,-4.792554e-06,-9.613267e-19,0.01035244,5.35267e-19,0.7132493,-1.962642e-16,0.7132493
6054,0,-2.809829e-25,4.792554e-06,-3.150997e-15,-0.01035414,-3.944177e-18,-0.713249,-2.340549e-11,-0.713249
6054,1,-1.024751e-26,-8.007133e-20,-4.158188e-18,1.001126e-13,3.403816e-18,6.295409e-12,-2.562879e-15,3.149442e-11
6054,2,-3.209054e-27,-4.792554e-06,-9.617993e-19,0.01035414,5.403611e-19,0.713249,-1.973299e-16,0.713249
6055,0,-2.841912e-25,4.792554e-06,-3.208307e-15,-0.01035585,-3.990431e-18,-0.7132487,-2.392666e-11,-0.7132486
6055,1,-1.025168e-26,-8.007123e-20,-4.164365e-18,1.001887e-13,3.444884e-18,6.302514e-12,-2.579034e-15,3.175903e-11
6055,2,-3.210016e-27,-4.792554e-06,-9.622746e-19,0.01035585,5.455468e-19,0.7132487,-1.98405e-16,0.7132487
6056,0,-2.874581e-25,4.792554e-06,-3.266898e-15,-0.01035756,-4.037527e-18,-0.7132483,-2.446177e-11,-0.7132483
6056,1,-1.025585e-26,-8.007113e-20,-4.170582e-18,1.002654e-13,3.4867e-18,6.316725e-12,-2.59534e-15,3.203407e-11
6056,2,-3.210979e-27,-4.792554e-06,-9.627524e-19,0.01035756,5.508261e-19,0.7132483,-1.994897e-16,0.7132483
6057,0,-2.907849e-25,4.792554e-06,-3.326805e-15,-0.01035927,-4.085483e-18,-0.713248,-2.501127e-11,-0.713248
6057,1,-1.026003e-26,-8.007103e-20,-4.176837e-18,1.003428e-13,3.529282e-18,6.309619e-12,-2.611801e-15,3.229179e-11
6057,2,-3.211942e-27,-4.792554e-06,-9.632328e-19,0.01035927,5.562012e-19,0.713248,-2.005841e-16,0.713248
6058,0,-2.94173e-25,4.792554e-06,-3.388064e-15,-0.01036098,-4.134321e-18,-0.7132476,-2.55756e-11,-0.7132476
6058,1,-1.026421e-26,-8.007093e-20,-4.183133e-18,1.004208e-13,3.572646e-18,6.316725e-12,-2.628418e-15,3.256747e-11
6058,2,-3.212906e-27,-4.792554e-06,-9.637159e-19,0.01036098,5.616742e-19,0.7132476,-2.016884e-16,0.7132476
6059,0,-2.976237e-25,4.792554e-06,-3.450711e-15,-0.01036269,-4.184058e-18,-0.7132473,-2.615523e-11,-0.7132473
6059,1,-1.02684e-26,-8.007083e-20,-4.189469e-18,1.004994e-13,3.616811e-18,6.302514e-12,-2.645193e-15,3.282536e-11
6059,2,-3.21387e-27,-4.792554e-06,-9.642017e-19,0.01036269,5.672474e-19,0.7132473,-2.028026e-16,0.7132473
6060,0,-3.011385e-25,4.792554e-06,-3.514785e-15,-0.01036439,-4.234716e-18,-0.713247,-2.675066e-11,-0.7132469
6060,1,-1.027259e-26,-8.007073e-20,-4.195845e-18,1.005787e-13,3.661793e-18,6.302514e-12,-2.662128e-15,3.310166e-11
6060,2,-3.214835e-27,-4.792554e-06,-9.646901e-19,0.01036439,5.729228e-19,0.713247,-2.039269e-16,0.713247
6061,0,-3.047188e-25,4.792554e-06,-3.580323e-15,-0.0103661,-4.286316e-18,-0.7132466,-2.736238e-11,-0.7132466
6061,1,-1.02768e-26,-8.007063e-20,-4.202262e-18,1.006586e-13,3.707613e-18,6.302514e-12,-2.679226e-15,3.338194e-11
6061,2,-3.2158e-27,-4.792554e-06,-9.651813e-19,0.0103661,5.78703e-19,0.7132466,-2.050615e-16,0.7132466
6062,0,-3.083662e-25,4.792554e-06,-3.647367e-15,-0.01036781,-4.338879e-18,-0.7132463,-2.799092e-11,-0.7132463
6062,1,-1.028101e-26,-8.007053e-20,-4.208721e-18,1.007393e-13,3.754288e-18,6.309619e-12,-2.696489e-15,3.367305e-11
6062,2,-3.216766e-27,-4.792554e-06,-9.656752e-19,0.01036781,5.845903e-19,0.7132463,-2.062064e-16,0.7132463
6063,0,-3.120821e-25,4.792554e-06,-3.715959e-15,-0.01036952,-4.392427e-18,-0.7132459,-2.863681e-11,-0.7132459
6063,1,-1.028522e-26,-8.007043e-20,-4.215222e-18,1.008207e-13,3.801839e-18,6.32383e-12,-2.713918e-15,3.39757e-11
6063,2,-3.217732e-27,-4.792554e-06,-9.661718e-19,0.01036952,5.905872e-19,0.7132459,-2.073619e-16,0.7132459
6064,0,-3.158683e-25,4.792554e-06,-3.78614e-15,-0.01037123,-4.446982e-18,-0.7132456,-2.930062e-11,-0.7132456
6064,1,-1.028944e-26,-8.007033e-20,-4.221764e-18,1.009027e-13,3.850286e-18,6.302514e-12,-2.731518e-15,3.424702e-11
6064,2,-3.218699e-27,-4.792554e-06,-9.666713e-19,0.01037123,5.966961e-19,0.7132456,-2.08528e-16,0.7132456
6065,0,-3.197262e-25,4.792554e-06,-3.857955e-15,-0.01037294,-4.50257e-18,-0.7132453,-2.998294e-11,-0.7132452
6065,1,-1.029367e-26,-8.007023e-20,-4.228349e-18,1.009855e-13,3.89965e-18,6.302514e-12,-2.749289e-15,3.454362e-11
6065,2,-3.219666e-27,-4.792554e-06,-9.671736e-19,0.01037294,6.029197e-19,0.7132453,-2.097049e-16,0.7132453
6066,0,-3.236577e-25,4.792554e-06,-3.931451e-15,-0.01037464,-4.559213e-18,-0.7132449,-3.068435e-11,-0.7132449
6066,1,-1.029791e-26,-8.007013e-20,-4.234977e-18,1.010689e-13,3.949952e-18,6.302514e-12,-2.767233e-15,3.48449e-11
6066,2,-3.220633e-27,-4.792554e-06,-9.676787e-19,0.01037464,6.092607e-19,0.7132449,-2.108927e-16,0.7132449
6067,0,-3.276644e-25,4.792554e-06,-4.006673e-15,-0.01037635,-4.616935e-18,-0.7132446,-3.14055e-11,-0.7132446
6067,1,-1.030215e-26,-8.007002e-20,-4.241649e-18,1.011531e-13,4.001214e-18,6.302514e-12,-2.785355e-15,3.515062e-11
6067,2,-3.221602e-27,-4.792554e-06,-9.681867e-19,0.01037635,6.157218e-19,0.7132446,-2.120917e-16,0.7132446
6068,0,-3.31748e-25,4.792554e-06,-4.083672e-15,-0.01037806,-4.675764e-18,-0.7132443,-3.214702e-11,-0.7132442
6068,1,-1.03064e-26,-8.006992e-20,-4.248364e-18,1.01238e-13,4.053458e-18,6.302514e-12,-2.803655e-15,3.546054e-11
6068,2,-3.22257e-27,-4.792554e-06,-9.686976e-19,0.01037806,6.223058e-19,0.7132443,-2.133019e-16,0.7132443
6069,0,-3.359106e-25,4.792554e-06,-4.162579e-15,-0.01037977,-4.735723e-18,-0.7132439,-3.294354e-11,-0.7132439
6069,1,-1.031065e-26,-8.006982e-20,-4.255131e-18,1.013237e-13,4.106708e-18,6.309619e-12,-2.825052e-15,3.578251e-11
6069,2,-3.22354e-27,-4.792554e-06,-9.69212e-19,0.01037977,6.290156e-19,0.7132439,-2.147454e-16,0.7132439
6070,0,-3.40154e-25,4.792554e-06,-4.243365e-15,-0.01038148,-4.796843e-18,-0.7132436,-3.372835e-11,-0.7132435
6070,1,-1.031491e-26,-8.006972e-20,-4.261942e-18,1.014102e-13,4.160988e-18,6.309619e-12,-2.84371e-15,3.610208e-11
6070,2,-3.224509e-27,-4.792554e-06,-9.697293e-19,0.01038148,6.358543e-19,0.7132436,-2.159778e-16,0.7132436
6071,0,-3.444801e-25,4.792554e-06,-4.326085e-15,-0.01038319,-4.859149e-18,-0.7132432,-3.453565e-11,-0.7132432
6071,1,-1.031918e-26,-8.006962e-20,-4.268798e-18,1.014975e-13,4.216324e-18,6.309619e-12,-2.862554e-15,3.642612e-11
6071,2,-3.225479e-27,-4.792554e-06,-9.702496e-19,0.01038319,6.42825e-19,0.7132432,-2.172219e-16,0.7132432
6072,0,-3.488909e-25,4.792554e-06,-4.410795e-15,-0.01038489,-4.922671e-18,-0.7132429,-3.53662e-11,-0.7132429
6072,1,-1.032346e-26,-8.006952e-20,-4.2757e-18,1.015855e-13,4.27274e-18,6.309619e-12,-2.881588e-15,3.675538e-11
6072,2,-3.22645e-27,-4.792554e-06,-9.707729e-19,0.01038489,6.499309e-19,0.7132429,-2.184779e-16,0.7132429
6073,0,-3.533884e-25,4.792554e-06,-4.497551e-15,-0.0103866,-4.987438e-18,-0.7132426,-3.622077e-11,-0.7132425
6073,1,-1.032774e-26,-8.006942e-20,-4.282649e-18,1.016743e-13,4.330263e-18,6.302514e-12,-2.900814e-15,3.708251e-11
6073,2,-3.227422e-27,-4.792554e-06,-9.712992e-19,0.0103866,6.571753e-19,0.7132426,-2.197459e-16,0.7132426
6074,0,-3.579748e-25,4.792554e-06,-4.586414e-15,-0.01038831,-5.05348e-18,-0.7132422,-3.710019e-11,-0.7132422
6074,1,-1.033203e-26,-8.006931e-20,-4.289643e-18,1.01764e-13,4.388919e-18,6.302514e-12,-2.920234e-15,3.742152e-11
6074,2,-3.228393e-27,-4.792554e-06,-9.718286e-19,0.01038831,6.645613e-19,0.7132422,-2.210263e-16,0.7132422
6075,0,-3.626523e-25,4.792554e-06,-4.677445e-15,-0.01039002,-5.120828e-18,-0.7132419,-3.800529e-11,-0.7132418
6075,1,-1.033633e-26,-8.006921e-20,-4.296685e-18,1.018544e-13,4.448736e-18,6.309619e-12,-2.939853e-15,3.777313e-11
6075,2,-3.229366e-27,-4.792554e-06,-9.723611e-19,0.01039002,6.720926e-19,0.7132419,-2.22319e-16,0.7132419
6076,0,-3.67423e-25,4.792554e-06,-4.770707e-15,-0.01039173,-5.189514e-18,-0.7132415,-3.893696e-11,-0.7132415
6076,1,-1.034063e-26,-8.006911e-20,-4.303774e-18,1.019457e-13,4.509741e-18,6.309619e-12,-2.959671e-15,3.812294e-11
6076,2,-3.230339e-27,-4.792554e-06,-9.728968e-19,0.01039173,6.797726e-19,0.7132415,-2.236243e-16,0.7132415
6077,0,-3.722892e-25,4.792554e-06,-4.866266e-15,-0.01039344,-5.25957e-18,-0.7132412,-3.989611e-11,-0.7132412
6077,1,-1.034494e-26,-8.006901e-20,-4.310911e-18,1.020379e-13,4.571965e-18,6.302514e-12,-2.979694e-15,3.847071e-11
6077,2,-3.231312e-27,-4.792554e-06,-9.734356e-19,0.01039344,6.876049e-19,0.7132412,-2.249424e-16,0.7132412
6078,0,-3.772534e-25,4.792554e-06,-4.964191e-15,-0.01039514,-5.331031e-18,-0.7132409,-4.088369e-11,-0.7132408
6078,1,-1.034926e-26,-8.006891e-20,-4.318096e-18,1.021309e-13,4.635437e-18,6.302514e-12,-2.999923e-15,3.883141e-11
6078,2,-3.232286e-27,-4.792554e-06,-9.739775e-19,0.01039514,6.955935e-19,0.7132409,-2.262734e-16,0.7132409
6079,0,-3.82318e-25,4.792554e-06,-5.064552e-15,-0.01039685,-5.40393e-18,-0.7132405,-4.190069e-11,-0.7132405
6079,1,-1.035358e-26,-8.00688e-20,-4.325331e-18,1.022248e-13,4.700188e-18,6.302514e-12,-3.020361e-15,3.919773e-11
6079,2,-3.233261e-27,-4.792554e-06,-9.745227e-19,0.01039685,7.03742e-19,0.7132405,-2.276176e-16,0.7132405
6080,0,-3.874854e-25,4.792554e-06,-5.167422e-15,-0.01039856,-5.478305e-18,-0.7132402,-4.294812e-11,-0.7132401
6080,1,-1.035792e-26,-8.00687e-20,-4.332614e-18,1.023196e-13,4.766251e-18,6.302514e-12,-3.041012e-15,3.956945e-11
6080,2,-3.234236e-27,-4.792554e-06,-9.750712e-19,0.01039856,7.120544e-19,0.7132402,-2.289751e-16,0.7132402
6081,0,-3.927583e-25,4.792554e-06,-5.272876e-15,-0.01040027,-5.554191e-18,-0.7132398,-4.402707e-11,-0.7132398
6081,1,-1.036226e-26,-8.00686e-20,-4.339948e-18,1.024153e-13,4.833656e-18,6.309619e-12,-3.061879e-15,3.995445e-11
6081,2,-3.235211e-27,-4.792554e-06,-9.756229e-19,0.01040027,7.20535e-19,0.7132398,-2.303462e-16,0.7132398
6082,0,-3.981393e-25,4.792554e-06,-5.380993e-15,-0.01040198,-5.631627e-18,-0.7132395,-4.513864e-11,-0.7132395
6082,1,-1.03666e-26,-8.00685e-20,-4.347333e-18,1.025119e-13,4.902439e-18,6.302514e-12,-3.082964e-15,4.03312e-11
6082,2,-3.236187e-27,-4.792554e-06,-9.761779e-19,0.01040198,7.291878e-19,0.7132395,-2.31731e-16,0.7132395
6083,0,-4.036311e-25,4.792554e-06,-5.491852e-15,-0.01040369,-5.710652e-18,-0.7132392,-4.628398e-11,-0.7132391
6083,1,-1.037096e-26,-8.006839e-20,-4.354768e-18,1.026094e-13,4.972635e-18,6.302514e-12,-3.104273e-15,4.072083e-11
6083,2,-3.237164e-27,-4.792554e-06,-9.767363e-19,0.01040369,7.380173e-19,0.7132392,-2.331297e-16,0.7132392
6084,0,-4.092367e-25,4.792554e-06,-5.605539e-15,-0.01040539,-5.791306e-18,-0.7132388,-4.74643e-11,-0.7132388
6084,1,-1.037532e-26,-8.006829e-20,-4.362255e-18,1.027079e-13,5.044278e-18,6.302514e-12,-3.125806e-15,4.111699e-11
6084,2,-3.238141e-27,-4.792554e-06,-9.772981e-19,0.01040539,7.470279e-19,0.7132388,-2.345426e-16,0.7132388
6085,0,-4.149589e-25,4.792554e-06,-5.722243e-15,-0.0104071,-5.873631e-18,-0.7132385,-4.87237e-11,-0.7132384
6085,1,-1.037969e-26,-8.006819e-20,-4.369801e-18,1.028074e-13,5.117407e-18,6.316725e-12,-3.150345e-15,4.153372e-11
6085,2,-3.239119e-27,-4.792554e-06,-9.778638e-19,0.0104071,7.562242e-19,0.7132385,-2.361783e-16,0.7132385
6086,0,-4.208009e-25,4.792554e-06,-5.841952e-15,-0.01040881,-5.957671e-18,-0.7132381,-4.997844e-11,-0.7132381
6086,1,-1.038407e-26,-8.006809e-20,-4.377399e-18,1.029078e-13,5.19206e-18,6.309619e-12,-3.172331e-15,4.193527e-11
6086,2,-3.240098e-27,-4.792554e-06,-9.78433e-19,0.01040881,7.656112e-19,0.7132381,-2.376192e-16,0.7132381
6087,0,-4.267656e-25,4.792554e-06,-5.964759e-15,-0.01041052,-6.04347e-18,-0.7132378,-5.127208e-11,-0.7132378
6087,1,-1.038845e-26,-8.006798e-20,-4.385051e-18,1.030092e-13,5.268276e-18,6.302514e-12,-3.194554e-15,4.234377e-11
6087,2,-3.241077e-27,-4.792554e-06,-9.790056e-19,0.01041052,7.751938e-19,0.7132378,-2.39075e-16,0.7132378
6088,0,-4.328564e-25,4.792554e-06,-6.090761e-15,-0.01041223,-6.131074e-18,-0.7132375,-5.260603e-11,-0.7132374
6088,1,-1.039285e-26,-8.006788e-20,-4.392756e-18,1.031117e-13,5.346097e-18,6.316725e-12,-3.217016e-15,4.278034e-11
6088,2,-3.242056e-27,-4.792554e-06,-9.795817e-19,0.01041223,7.84977e-19,0.7132375,-2.405458e-16,0.7132375
6089,0,-4.390764e-25,4.792554e-06,-6.220059e-15,-0.01041394,-6.22053e-18,-0.7132371,-5.398178e-11,-0.7132371
6089,1,-1.039725e-26,-8.006778e-20,-4.400516e-18,1.032152e-13,5.425563e-18,6.302514e-12,-3.239722e-15,4.319506e-11
6089,2,-3.243037e-27,-4.792554e-06,-9.801615e-19,0.01041394,7.949661e-19,0.7132371,-2.420318e-16,0.7132371
6090,0,-4.454292e-25,4.792554e-06,-6.352756e-15,-0.01041565,-6.311885e-18,-0.7132368,-5.540084e-11,-0.7132367
6090,1,-1.040166e-26,-8.006767e-20,-4.408331e-18,1.033197e-13,5.506719e-18,6.302514e-12,-3.262676e-15,4.363136e-11
6090,2,-3.244017e-27,-4.792554e-06,-9.807448e-19,0.01041565,8.051664e-19,0.7132368,-2.435334e-16,0.7132368
6091,0,-4.519182e-25,4.792554e-06,-6.488959e-15,-0.01041735,-6.405191e-18,-0.7132364,-5.686483e-11,-0.7132364
6091,1,-1.040607e-26,-8.006757e-20,-4.416201e-18,1.034253e-13,5.589608e-18,6.309619e-12,-3.28588e-15,4.408196e-11
6091,2,-3.244999e-27,-4.792554e-06,-9.813317e-19,0.01041735,8.155834e-19,0.7132364,-2.450506e-16,0.7132364
6092,0,-4.585469e-25,4.792554e-06,-6.62878e-15,-0.01041906,-6.500499e-18,-0.7132361,-5.83754e-11,-0.713236
